;Classifier;Exp. Group;Ratio Men;Probability Men;Probability Women;Difference Probabilities;Informativeness Difference;Possible Accuracy;Mean Accuracy;SD Accuracy;Diff Acc;Possible Accuracy Men;Mean Accuracy Men;SD Accuracy Men;Diff Acc Men;Possible Accuracy Women;Mean Accuracy Women;SD Accuracy Women;Diff Acc Women;Expected Bias;Mean Bias;SD Bias;Diff Bias
148;SVM_noSex;1;0.50;0.05;0.05;0.00;0.00;0.9293290909090909;0.9545290909090909;0.0033396209947846047;-0.0252;0.92894;0.9541563636363636;0.004733816785760994;-0.025216363636363592;0.9297181818181818;0.9549018181818181;0.005060057917013444;-0.025183636363636297;-0.000778181818181789;-0.0007454545454545455;0.007170365500735748;3.272727272724354e-05
149;SVM_noSex;2;0.50;0.05;0.20;0.15;0.15;0.8890627272727273;0.9079854545454545;0.006723783147248809;-0.018922727272727258;0.9289527272727273;0.9558218181818182;0.006086585055297442;-0.026869090909090954;0.8491727272727273;0.8601490909090909;0.012193325426822593;-0.010976363636363562;0.07977999999999996;0.09567272727272726;0.01380617129962642;0.015892727272727294
150;SVM_noSex;3;0.50;0.05;0.35;0.30;0.30;0.8712445454545454;0.8810236363636363;0.00793400519808203;-0.009779090909090904;0.9288945454545454;0.9539818181818183;0.00824265618737966;-0.025087272727272847;0.8135945454545455;0.8080654545454546;0.014280921051429571;0.005529090909090817;0.11529999999999996;0.14591636363636365;0.017087376049828608;0.03061636363636369
151;SVM_noSex;4;0.50;0.05;0.50;0.45;0.45;0.8656436363636364;0.8713709090909091;0.009411880116764129;-0.005727272727272692;0.9289672727272728;0.9503854545454545;0.009598713828949222;-0.02141818181818178;0.80232;0.7923563636363637;0.01739931497548571;0.009963636363636286;0.12664727272727272;0.1580290909090909;0.020866456053750156;0.03138181818181818
152;SVM_noSex;5;0.50;0.20;0.05;-0.15;-0.15;0.8893854545454546;0.9082963636363637;0.00716888296233361;-0.01891090909090909;0.8490709090909091;0.8608327272727273;0.011580919150007052;-0.011761818181818207;0.9297;0.95576;0.0069113986785591455;-0.026060000000000083;-0.08062909090909087;-0.09492727272727272;0.012577706801934513;-0.014298181818181849
153;SVM_noSex;6;0.50;0.20;0.20;0.00;0.00;0.8490954545454545;0.8640218181818181;0.00927437841846284;-0.014926363636363571;0.8490145454545455;0.8646072727272727;0.012040699871117229;-0.015592727272727203;0.8491763636363636;0.8634363636363636;0.011985211951157069;-0.01425999999999994;-0.00016181818181815188;0.0011709090909090907;0.015270597159429092;0.0013327272727272426
154;SVM_noSex;7;0.50;0.20;0.35;0.15;0.15;0.8313118181818182;0.8380890909090908;0.010089818358574393;-0.006777272727272576;0.8490363636363636;0.865050909090909;0.01336530146779541;-0.016014545454545392;0.8135872727272727;0.8111272727272727;0.014375974880007967;0.0024600000000000177;0.035449090909090875;0.05392363636363636;0.019062584717588822;0.018474545454545487
155;SVM_noSex;8;0.50;0.20;0.50;0.30;0.30;0.8256663636363636;0.8299945454545454;0.010182754773827393;-0.004328181818181842;0.849;0.8643963636363636;0.014227759157744073;-0.015396363636363652;0.8023327272727273;0.7955927272727273;0.01747758235798965;0.006739999999999968;0.04666727272727267;0.06880363636363636;0.024516036635772596;0.02213636363636369
156;SVM_noSex;9;0.50;0.20;0.65;0.45;0.15;0.8319563636363636;0.8351945454545454;0.0093276899055093;-0.0032381818181818067;0.8490654545454546;0.8607127272727272;0.014633383180086822;-0.011647272727272617;0.8148472727272728;0.8096763636363636;0.014140744057173147;0.005170909090909115;0.034218181818181814;0.05103636363636364;0.021912779277811666;0.016818181818181822
157;SVM_noSex;10;0.50;0.35;0.05;-0.30;-0.30;0.8728518181818182;0.8840072727272728;0.009510991715091404;-0.011155454545454524;0.8160454545454545;0.8129527272727273;0.017544986201704894;0.003092727272727247;0.9296581818181818;0.955061818181818;0.007371967059580351;-0.025403636363636184;-0.11361272727272731;-0.1421090909090909;0.01903966976270752;-0.028496363636363597
158;SVM_noSex;11;0.50;0.35;0.20;-0.15;-0.15;0.8326190909090909;0.8408854545454545;0.010267619680801766;-0.008266363636363572;0.8160927272727273;0.8170872727272728;0.01665430202051989;-0.0009945454545454702;0.8491454545454545;0.8646836363636364;0.01261269438353752;-0.015538181818181895;-0.033052727272727234;-0.04759636363636363;0.021241365661559382;-0.014543636363636397
159;SVM_noSex;12;0.50;0.35;0.35;0.00;0.00;0.8147736363636363;0.8166218181818182;0.011234326315488345;-0.0018481818181819154;0.81606;0.8201381818181819;0.015987101938193225;-0.00407818181818187;0.8134872727272727;0.8131054545454545;0.014861588710826608;0.0003818181818182609;0.002572727272727282;0.007032727272727273;0.021167620171677448;0.004459999999999991
160;SVM_noSex;13;0.50;0.35;0.50;0.15;0.15;0.8092263636363637;0.8093054545454546;0.011827900980152392;-7.909090909086203e-05;0.8161018181818182;0.8196618181818182;0.016550474664626395;-0.0035600000000000076;0.8023509090909091;0.7989490909090909;0.016964796645389146;0.0034018181818181725;0.013750909090909036;0.02071272727272727;0.023745486040562185;0.006961818181818236
161;SVM_noSex;14;0.50;0.35;0.65;0.30;0.00;0.8154445454545455;0.8152109090909091;0.0101761833578738;0.0002336363636363803;0.8160854545454546;0.8166218181818182;0.015178797057494395;-0.0005363636363636681;0.8148036363636364;0.8138000000000001;0.013859955290538885;0.0010036363636363177;0.0012818181818181618;0.0028218181818181823;0.02075499098059078;0.0015400000000000205
162;SVM_noSex;15;0.50;0.35;0.80;0.45;-0.15;0.8335963636363637;0.8370327272727273;0.009897968633849494;-0.003436363636363571;0.81614;0.8126;0.016438769758834446;0.0035399999999999876;0.8510527272727273;0.8614654545454545;0.01291296658700724;-0.01041272727272724;-0.03491272727272732;-0.04886545454545454;0.021956242442995537;-0.01395272727272722
163;SVM_noSex;16;0.50;0.50;0.05;-0.45;-0.45;0.8667018181818181;0.87466;0.009834275216537748;-0.007958181818181864;0.803730909090909;0.7977054545454546;0.018048118421946677;0.006025454545454445;0.9296727272727273;0.9516145454545453;0.007758453129719478;-0.02194181818181795;-0.12594181818181827;-0.1539090909090909;0.019621530800090426;-0.027967272727272646
164;SVM_noSex;17;0.50;0.50;0.20;-0.30;-0.30;0.8264218181818181;0.8308763636363636;0.01097352275657281;-0.004454545454545489;0.8036672727272727;0.7996945454545454;0.017196426728649558;0.003972727272727239;0.8491763636363636;0.8620581818181818;0.013791984300029996;-0.012881818181818216;-0.04550909090909094;-0.06236363636363636;0.02214043901046428;-0.016854545454545414
165;SVM_noSex;18;0.50;0.50;0.35;-0.15;-0.15;0.8085536363636364;0.8080327272727272;0.012500740299323484;0.0005209090909091829;0.8035672727272727;0.802869090909091;0.0186180365056322;0.000698181818181709;0.81354;0.8131963636363636;0.01665380885053038;0.0003436363636364348;-0.009972727272727355;-0.010327272727272727;0.024957708888950398;-0.00035454545454537134
166;SVM_noSex;19;0.50;0.50;0.50;0.00;0.00;0.8030209090909091;0.8013254545454547;0.012933960299459103;0.001695454545454389;0.8037381818181818;0.8033381818181818;0.018367583416164446;0.00039999999999995595;0.8023036363636363;0.7993127272727273;0.017422647725033654;0.002990909090909044;0.0014345454545454661;0.004025454545454545;0.02475245912003134;0.0025909090909090786
167;SVM_noSex;20;0.50;0.50;0.65;0.15;-0.15;0.80923;0.80834;0.010807254866123371;0.0008900000000000574;0.80368;0.8009309090909091;0.016702004861248322;0.0027490909090908122;0.81478;0.815749090909091;0.014035693151111445;-0.0009690909090910305;-0.011099999999999999;-0.014818181818181819;0.02201654528460925;-0.00371818181818182
168;SVM_noSex;21;0.50;0.50;0.80;0.30;-0.30;0.8273609090909091;0.8305345454545454;0.010178985069374877;-0.003173636363636323;0.8036781818181818;0.7952327272727273;0.01698087485807255;0.008445454545454534;0.8510436363636363;0.8658363636363637;0.011394984414771402;-0.014792727272727402;-0.04736545454545449;-0.07060363636363637;0.02054129044988607;-0.02323818181818188
169;SVM_noSex;22;0.50;0.50;0.95;0.45;-0.45;0.8674472727272727;0.873169090909091;0.009036384110235319;-0.005721818181818272;0.8036909090909091;0.7932909090909092;0.01718131395624685;0.010399999999999965;0.9312036363636363;0.9530472727272726;0.008352521178349323;-0.021843636363636287;-0.12751272727272722;-0.15975636363636364;0.020082314792994885;-0.03224363636363642
170;SVM_noSex;23;0.50;0.65;0.20;-0.45;-0.15;0.83194;0.835069090909091;0.011546167292033255;-0.00312909090909097;0.81468;0.8104218181818181;0.017698452598317614;0.004258181818181828;0.8492;0.8597163636363635;0.014454737642194914;-0.010516363636363546;-0.034519999999999995;-0.04929454545454545;0.02260737518635659;-0.014774545454545457
171;SVM_noSex;24;0.50;0.65;0.35;-0.30;0.00;0.8141427272727273;0.8123127272727274;0.012133757491917344;0.0018299999999998873;0.8146890909090909;0.8145781818181819;0.017392717640581264;0.00011090909090905043;0.8135963636363637;0.8100472727272727;0.016474452867525455;0.003549090909090946;0.0010927272727272452;0.004530909090909091;0.02364140784572628;0.0034381818181818454
172;SVM_noSex;25;0.50;0.65;0.50;-0.15;0.15;0.8085409090909091;0.8079654545454545;0.01268221246466247;0.0005754545454546012;0.8147145454545455;0.816330909090909;0.01647870926125703;-0.001616363636363527;0.8023672727272727;0.7996000000000001;0.018001821401471885;0.0027672727272726183;0.012347272727272762;0.01673090909090909;0.023406683092221728;0.004383636363636329
173;SVM_noSex;26;0.50;0.65;0.65;0.00;0.00;0.8147554545454545;0.8168181818181818;0.01215577536186482;-0.0020627272727272716;0.8146981818181818;0.8175272727272727;0.01540592763814584;-0.0028290909090908922;0.8148127272727272;0.8161090909090909;0.015001241876062867;-0.001296363636363651;-0.00011454545454547826;0.0014181818181818182;0.018267682661995674;0.0015327272727272965
174;SVM_noSex;27;0.50;0.65;0.80;0.15;-0.15;0.83294;0.8421854545454546;0.009697152196494288;-0.009245454545454557;0.8147436363636363;0.8162254545454545;0.014844675079243457;-0.0014818181818181397;0.8511363636363637;0.8681454545454544;0.01043082544941761;-0.01700909090909075;-0.036392727272727354;-0.051919999999999994;0.016798629486989874;-0.01552727272727264
175;SVM_noSex;28;0.50;0.65;0.95;0.30;-0.30;0.8729518181818182;0.8844981818181819;0.008188078118948332;-0.011546363636363632;0.8147036363636364;0.8137818181818182;0.014087277921524923;0.0009218181818182458;0.9312;0.9552145454545453;0.007176754069448108;-0.02401454545454529;-0.11649636363636362;-0.1414327272727273;0.01522287434406681;-0.024936363636363673
176;SVM_noSex;29;0.50;0.80;0.35;-0.45;0.15;0.8329872727272727;0.83414;0.012023369775775315;-0.0011527272727273052;0.8524272727272727;0.8610290909090909;0.017030431058843127;-0.008601818181818155;0.8135472727272727;0.807250909090909;0.01713906341135108;0.0062963636363636555;0.038880000000000026;0.053778181818181815;0.024275923675043467;0.01489818181818179
177;SVM_noSex;30;0.50;0.80;0.50;-0.30;0.30;0.827370909090909;0.8312963636363636;0.011500272644845386;-0.003925454545454565;0.8524218181818182;0.866298181818182;0.014979226549387794;-0.013876363636363798;0.80232;0.7962945454545455;0.017278406226906746;0.006025454545454556;0.050101818181818136;0.07000363636363635;0.02273358783598998;0.019901818181818215
178;SVM_noSex;31;0.50;0.80;0.65;-0.15;0.15;0.8335990909090909;0.8411218181818181;0.010548598451592017;-0.007522727272727181;0.8523909090909091;0.8680654545454545;0.013425205587145732;-0.015674545454545386;0.8148072727272727;0.8141781818181818;0.01413096034967332;0.0006290909090909125;0.037583636363636375;0.05388727272727272;0.017741157057830838;0.016303636363636347
179;SVM_noSex;32;0.50;0.80;0.80;0.00;0.00;0.8517318181818182;0.8668327272727273;0.009577657944954406;-0.01510090909090911;0.8523709090909091;0.8665636363636364;0.012970842510148815;-0.014192727272727357;0.8510927272727272;0.8671018181818181;0.011516069249909174;-0.016009090909090862;0.001278181818181845;-0.0005381818181818183;0.015323155221473839;-0.0018163636363636632
180;SVM_noSex;33;0.50;0.80;0.95;0.15;-0.15;0.8918036363636364;0.9094890909090908;0.007459597862146767;-0.01768545454545445;0.8524181818181819;0.8623963636363636;0.01343062812442241;-0.009978181818181775;0.9311890909090909;0.956581818181818;0.00594783305075629;-0.025392727272727122;-0.078770909090909;-0.09418545454545453;0.014454569470330527;-0.015414545454545528
181;SVM_noSex;34;0.50;0.95;0.50;-0.45;0.45;0.8666281818181818;0.8721018181818181;0.00890266104810095;-0.005473636363636292;0.9309709090909091;0.9504690909090908;0.008803354070347007;-0.019498181818181748;0.8022854545454545;0.7937345454545455;0.018641143931121058;0.008550909090909053;0.12868545454545455;0.15673454545454543;0.02308577668062825;0.028049090909090885
182;SVM_noSex;35;0.50;0.95;0.65;-0.30;0.30;0.8729418181818182;0.8817909090909091;0.008542719665383974;-0.008849090909090918;0.9310218181818182;0.9534;0.00788325564027844;-0.022378181818181853;0.8148618181818181;0.8101818181818182;0.01602080945164777;0.0046799999999999065;0.11616000000000004;0.14321818181818183;0.018593328718296435;0.027058181818181787
183;SVM_noSex;36;0.50;0.95;0.80;-0.15;0.15;0.8910372727272727;0.9097454545454545;0.006480229655407213;-0.01870818181818179;0.9309872727272728;0.9562545454545454;0.0065792580782644055;-0.025267272727272583;0.8510872727272727;0.8632363636363636;0.01056364807750689;-0.012149090909090887;0.07990000000000008;0.0930181818181818;0.011907186468027124;0.013118181818181723
184;SVM_noSex;37;0.50;0.95;0.95;0.00;0.00;0.9310972727272727;0.9551236363636363;0.0037913699162739124;-0.024026363636363568;0.9309563636363636;0.9555199999999999;0.0050385183007176535;-0.024563636363636343;0.9312381818181819;0.9547272727272725;0.004573840822639063;-0.023489090909090682;-0.0002818181818182719;0.0007927272727272726;0.005925827343663087;0.0010745454545455445
185;SVM_noSex;38;0.65;0.05;0.05;0.00;0.00;0.92972;0.9547054545454545;0.00327497650441763;-0.024985454545454533;0.9292741258741258;0.9555860139860141;0.00429286191160318;-0.026311888111888226;0.9305480519480519;0.9530701298701298;0.005478404516435678;-0.022522077922077943;-0.0012739260739260683;0.002515884115884116;0.0071890272665351375;0.0037898101898101843
186;SVM_noSex;39;0.65;0.05;0.20;0.15;0.15;0.9011427272727273;0.9216872727272727;0.005920267265709667;-0.020544545454545426;0.9292657342657342;0.956386013986014;0.004872557868374672;-0.02712027972027975;0.8489142857142857;0.8572467532467533;0.014529418927909776;-0.008332467532467525;0.08035144855144849;0.09913926073926074;0.015444907216245262;0.018787812187812253
187;SVM_noSex;40;0.65;0.05;0.35;0.30;0.30;0.8894772727272727;0.9030163636363636;0.006812724183209648;-0.01353909090909089;0.9292433566433567;0.955281118881119;0.005406692629692576;-0.02603776223776233;0.815625974025974;0.8059532467532468;0.017662415865328563;0.009672727272727277;0.11361738261738263;0.14932787212787213;0.018959080001352817;0.035710489510489496
188;SVM_noSex;41;0.65;0.05;0.50;0.45;0.45;0.8854009090909091;0.8960018181818182;0.007758302231725354;-0.01060090909090916;0.9292587412587413;0.9537286713286713;0.006542574752277814;-0.024469930069930035;0.8039506493506493;0.7887948051948052;0.020020300533912353;0.015155844155844145;0.125308091908092;0.16493386613386612;0.021779770132492514;0.039625774225774124
189;SVM_noSex;42;0.65;0.20;0.05;-0.15;-0.15;0.8784509090909091;0.8954672727272728;0.0077676775191855155;-0.01701636363636372;0.8504167832167833;0.8639720279720279;0.010802570180113578;-0.013555244755244611;0.9305142857142857;0.9539584415584415;0.007248794053094083;-0.023444155844155712;-0.08009750249750247;-0.08998641358641359;0.012208091517555829;-0.009888911088911115
190;SVM_noSex;43;0.65;0.20;0.20;0.00;0.00;0.8498618181818182;0.8650054545454545;0.009831085566598664;-0.015143636363636359;0.8503454545454545;0.8660027972027973;0.011479171040032625;-0.015657342657342754;0.8489636363636364;0.8631532467532467;0.01646463598644699;-0.014189610389610308;0.0013818181818181507;0.0028495504495504496;0.019201720274181232;0.0014677322677322988
191;SVM_noSex;44;0.65;0.20;0.35;0.15;0.15;0.8382027272727273;0.8468945454545455;0.010059375968467402;-0.00869181818181819;0.8503720279720279;0.8665202797202797;0.011622328096922223;-0.01614825174825174;0.8156025974025974;0.8104467532467532;0.019366592576645466;0.005155844155844247;0.03476943056943049;0.056073526473526474;0.022763254049094562;0.02130409590409598
192;SVM_noSex;45;0.65;0.20;0.50;0.30;0.30;0.834149090909091;0.8407527272727272;0.01001714112958392;-0.006603636363636256;0.8503818181818181;0.8663076923076923;0.011540002699373542;-0.015925874125874206;0.8040025974025974;0.7932935064935065;0.019976072415547493;0.01070909090909089;0.04637922077922074;0.07301418581418581;0.023523070582337772;0.02663496503496507
193;SVM_noSex;46;0.65;0.20;0.65;0.45;0.15;0.8378927272727272;0.8441981818181817;0.009975324581853474;-0.006305454545454503;0.8503692307692308;0.8643300699300699;0.012585330675892849;-0.013960839160839122;0.814722077922078;0.8068103896103895;0.021181085456955896;0.007911688311688425;0.03564715284715281;0.05751968031968032;0.026558679732501776;0.021872527472527513
194;SVM_noSex;47;0.65;0.35;0.05;-0.30;-0.30;0.8557172727272727;0.863129090909091;0.011073511161563554;-0.007411818181818242;0.8154181818181818;0.8153118881118882;0.0162962055702394;0.00010629370629366974;0.9305584415584416;0.9519324675324674;0.009331304027721862;-0.021374025974025823;-0.11514025974025976;-0.13662057942057945;0.018807420577454437;-0.021480319680319687
195;SVM_noSex;48;0.65;0.35;0.20;-0.15;-0.15;0.8271063636363636;0.83348;0.01114217442880076;-0.006373636363636415;0.8153342657342657;0.8165062937062937;0.015896843952348996;-0.001172027972027978;0.8489688311688312;0.8650025974025974;0.016579732925770724;-0.01603376623376629;-0.033634565434565444;-0.0484963036963037;0.024479088211948972;-0.014861738261738255
196;SVM_noSex;49;0.65;0.35;0.35;0.00;0.00;0.8154581818181819;0.8163272727272728;0.012554514344868213;-0.0008690909090909305;0.8153888111888112;0.8191328671328671;0.015492861828771774;-0.003744055944055913;0.815587012987013;0.8111168831168831;0.019580923883563094;0.004470129870129846;-0.0001982017982017359;0.008015984015984016;0.02414218610246507;0.008214185814185752
197;SVM_noSex;50;0.65;0.35;0.50;0.15;0.15;0.8113436363636364;0.8112890909090911;0.012098339808839608;5.454545454530724e-05;0.8152811188811189;0.8184671328671329;0.015009866624507474;-0.0031860139860140357;0.8040311688311689;0.7979584415584415;0.01906875627990538;0.006072727272727341;0.011249950049949997;0.020508691308691308;0.023658629858916272;0.00925874125874131
198;SVM_noSex;51;0.65;0.35;0.65;0.30;0.00;0.8151154545454545;0.8158145454545455;0.012301249335781398;-0.000699090909090927;0.8153412587412587;0.8168027972027971;0.015197636098029953;-0.001461538461538403;0.8146961038961039;0.8139792207792208;0.020478158650971846;0.0007168831168831158;0.0006451548451548161;0.0028235764235764235;0.025296727088415207;0.0021784215784216073
199;SVM_noSex;52;0.65;0.35;0.80;0.45;-0.15;0.8274527272727272;0.8287745454545455;0.012327649231924207;-0.0013218181818183128;0.8153706293706293;0.8141398601398602;0.01515236698693341;0.0012307692307691465;0.8498909090909091;0.8559532467532468;0.020657081898478934;-0.006062337662337658;-0.03452027972027982;-0.04181338661338661;0.02538629657690983;-0.0072931068931067905
200;SVM_noSex;53;0.65;0.50;0.05;-0.45;-0.45;0.8481154545454546;0.8523799999999999;0.010906255620402417;-0.004264545454545354;0.8037132867132867;0.8009762237762238;0.016236939904556977;0.002737062937062884;0.9305766233766234;0.9478441558441558;0.010557743486726768;-0.01726753246753243;-0.1268633366633367;-0.14686793206793208;0.020047362746749994;-0.02000459540459537
201;SVM_noSex;54;0.65;0.50;0.20;-0.30;-0.30;0.8195036363636363;0.8226727272727272;0.011845013931003465;-0.003169090909090899;0.8036615384615384;0.8029062937062936;0.016140894952423983;0.0007552447552447994;0.8489246753246753;0.8593818181818181;0.0183272251662568;-0.010457142857142832;-0.04526313686313688;-0.05647552447552447;0.025384920434183975;-0.011212387612387596
202;SVM_noSex;55;0.65;0.50;0.35;-0.15;-0.15;0.8078845454545455;0.8065745454545454;0.012877059397173334;0.0013100000000000334;0.8037356643356643;0.8041818181818181;0.016546997309390184;-0.00044615384615376286;0.8155896103896104;0.8110181818181819;0.020052217149748967;0.00457142857142856;-0.011853946053946074;-0.006836363636363637;0.025923417532716424;0.005017582417582437
203;SVM_noSex;56;0.65;0.50;0.50;0.00;0.00;0.8038236363636364;0.8031727272727273;0.010945683990181497;0.0006509090909091464;0.8036811188811189;0.8040055944055944;0.015114854037997196;-0.0003244755244754538;0.8040883116883117;0.801625974025974;0.01888174242359826;0.0024623376623377213;-0.00040719280719281326;0.0023796203796203792;0.025973130588025438;0.0027868131868131925
204;SVM_noSex;57;0.65;0.50;0.65;0.15;-0.15;0.8075454545454546;0.807730909090909;0.011117207534335366;-0.0001854545454544887;0.803662937062937;0.8028027972027972;0.014595207148360453;0.0008601398601397747;0.8147558441558441;0.8168831168831169;0.019468975202471192;-0.0021272727272727554;-0.011092907092907112;-0.014080319680319682;0.025465778946525713;-0.00298741258741257
205;SVM_noSex;58;0.65;0.50;0.80;0.30;-0.30;0.8198481818181819;0.8224236363636364;0.011769979156281207;-0.002575454545454492;0.8036881118881118;0.8005342657342658;0.014663890204944408;0.0031538461538460627;0.8498597402597403;0.8630753246753247;0.019636029699284418;-0.013215584415584347;-0.04617162837162847;-0.06254105894105894;0.024466856868811383;-0.016369430569430465
206;SVM_noSex;59;0.65;0.50;0.95;0.45;-0.45;0.8476745454545455;0.8508909090909091;0.009988103538049785;-0.003216363636363684;0.8036811188811189;0.7989146853146853;0.014995827751890976;0.004766433566433581;0.9293766233766234;0.9474181818181819;0.010020159396135833;-0.018041558441558525;-0.12569550449550448;-0.1485034965034965;0.018932813332266377;-0.022807992007992023
207;SVM_noSex;60;0.65;0.65;0.20;-0.45;-0.15;0.8266627272727273;0.8290345454545455;0.010527122021834511;-0.002371818181818197;0.8146769230769231;0.8156083916083915;0.014666490831664021;-0.0009314685314684157;0.848922077922078;0.8539688311688312;0.017620306955628787;-0.005046753246753188;-0.03424515484515489;-0.03836043956043955;0.02459919569989062;-0.004115284715284662
208;SVM_noSex;61;0.65;0.65;0.35;-0.30;0.00;0.8149754545454545;0.8137854545454545;0.010952013533160653;0.0011900000000000244;0.8146727272727273;0.8174937062937062;0.014423432835992294;-0.0028209790209788865;0.8155376623376623;0.8068987012987013;0.020086976275889845;0.008638961038961002;-0.0008649350649350129;0.010595004995004995;0.026227804618835723;0.011459940059940008
209;SVM_noSex;62;0.65;0.65;0.50;-0.15;0.15;0.8109581818181818;0.8120636363636363;0.012151650492982113;-0.0011054545454545206;0.8146839160839161;0.8181202797202797;0.01379498558152343;-0.003436363636363571;0.804038961038961;0.8008155844155844;0.020973016463917558;0.0032233766233765726;0.010644955044955107;0.017304695304695306;0.023903381050222147;0.006659740259740199
210;SVM_noSex;63;0.65;0.65;0.65;0.00;0.00;0.81471;0.8187672727272727;0.011967488662963557;-0.004057272727272632;0.8146727272727273;0.818813986013986;0.013263816993242491;-0.004141258741258702;0.8147792207792208;0.8186805194805195;0.020019208716160003;-0.0039012987012986278;-0.00010649350649349909;0.00013346653346653334;0.022128695811656586;0.00023996003996003243
211;SVM_noSex;64;0.65;0.65;0.80;0.15;-0.15;0.8270154545454546;0.8349363636363637;0.011383269345704418;-0.007920909090909145;0.8146825174825175;0.8178293706293707;0.013489104391884419;-0.0031468531468531458;0.8499194805194805;0.8667064935064935;0.018056440147581152;-0.016787012987013017;-0.035236963036963;-0.048877122877122876;0.021257686291983845;-0.013640159840159878
212;SVM_noSex;65;0.65;0.65;0.95;0.30;-0.30;0.85487;0.8636090909090909;0.00906553297169766;-0.008739090909090863;0.8147300699300699;0.8162181818181818;0.013256892494672809;-0.0014881118881119315;0.9294155844155844;0.9516207792207793;0.008962798022789658;-0.022205194805194894;-0.11468551448551445;-0.1354025974025974;0.01626249010819148;-0.020717082917082963
213;SVM_noSex;66;0.65;0.80;0.35;-0.45;0.15;0.839269090909091;0.84154;0.011319231020371133;-0.00227090909090899;0.8519552447552448;0.8634657342657343;0.01340683187721836;-0.011510489510489497;0.8157090909090909;0.8008207792207793;0.02217784864471809;0.014888311688311617;0.03624615384615382;0.06264495504495506;0.026590751959650806;0.02639880119880124
214;SVM_noSex;67;0.65;0.80;0.50;-0.30;0.30;0.8351709090909091;0.8408636363636363;0.010780368442939428;-0.005692727272727183;0.851965034965035;0.8659132867132867;0.012376254443871216;-0.013948251748251761;0.8039818181818181;0.7943428571428571;0.021146914675606625;0.009638961038961003;0.04798321678321682;0.07157042957042957;0.024794757020869345;0.02358721278721275
215;SVM_noSex;68;0.65;0.80;0.65;-0.15;0.15;0.8389072727272727;0.8485254545454545;0.010866899963666486;-0.009618181818181748;0.8519146853146853;0.8662097902097903;0.0114027841508865;-0.014295104895104993;0.8147506493506493;0.8156831168831168;0.018908718587137375;-0.0009324675324674514;0.037164035964035946;0.05052667332667333;0.020061950739122772;0.013362637362637382
216;SVM_noSex;69;0.65;0.80;0.80;0.00;0.00;0.8511663636363637;0.8653618181818182;0.010041353309562661;-0.014195454545454567;0.8519062937062937;0.8650125874125874;0.01184672305957515;-0.013106293706293681;0.8497922077922078;0.8660103896103896;0.01793017808699437;-0.0162181818181818;0.002114085914085906;-0.000997802197802198;0.02126931697123244;-0.003111888111888104
217;SVM_noSex;70;0.65;0.80;0.95;0.15;-0.15;0.8790163636363636;0.8943818181818183;0.008597434507607577;-0.015365454545454682;0.8519216783216783;0.8621874125874126;0.012679363932776286;-0.010265734265734294;0.9293350649350649;0.9541714285714286;0.006920687440566356;-0.024836363636363656;-0.07741338661338659;-0.09198401598401598;0.014426130952791896;-0.01457062937062939
218;SVM_noSex;71;0.65;0.95;0.50;-0.45;0.45;0.8863627272727272;0.8955090909090908;0.007077949357953944;-0.009146363636363564;0.9306755244755245;0.9524503496503497;0.006232602013136655;-0.021774825174825208;0.8040675324675325;0.7897610389610389;0.019915308109053034;0.0143064935064936;0.126607992007992;0.1626893106893107;0.022382186791680348;0.0360813186813187
219;SVM_noSex;72;0.65;0.95;0.65;-0.30;0.30;0.89014;0.9044800000000001;0.006799935711685824;-0.01434000000000002;0.9307580419580419;0.9550489510489509;0.006415825468834784;-0.02429090909090903;0.8147064935064935;0.8105662337662337;0.01741560208242482;0.004140259740259777;0.11605154845154841;0.14448271728271728;0.019518694737691272;0.028431168831168863
220;SVM_noSex;73;0.65;0.95;0.80;-0.15;0.15;0.90242;0.9225254545454545;0.006455556852347168;-0.020105454545454537;0.9307384615384615;0.9566993006993008;0.0048465591110345265;-0.025960839160839244;0.8498285714285714;0.8590597402597403;0.016360604315294867;-0.009231168831168923;0.08090989010989014;0.09763956043956044;0.0171967290991059;0.016729670329670307
221;SVM_noSex;74;0.65;0.95;0.95;0.00;0.00;0.9303154545454545;0.9550709090909091;0.0034308772968919894;-0.02475545454545458;0.9308041958041958;0.9559888111888111;0.004330157651571791;-0.02518461538461525;0.9294077922077922;0.9533662337662339;0.005225004125002067;-0.023958441558441623;0.0013964035964035837;0.0026225774225774228;0.006620642791981061;0.001226173826173839
222;SVM_noSex;75;0.80;0.05;0.05;0.00;0.00;0.9298727272727273;0.9550236363636362;0.0033925592875618956;-0.02515090909090889;0.9293420454545455;0.9549272727272728;0.00377765236537301;-0.025585227272727384;0.9319954545454545;0.955409090909091;0.007202882764506523;-0.02341363636363647;-0.0026534090909090535;-0.0004818181818181817;0.008016924059103469;0.0021715909090908717
223;SVM_noSex;76;0.80;0.05;0.20;0.15;0.15;0.9137109090909091;0.9355036363636364;0.00625818119950318;-0.021792727272727297;0.9293272727272728;0.955859090909091;0.004024278447459354;-0.026531818181818267;0.8512454545454545;0.8540818181818182;0.022912334640001388;-0.002836363636363637;0.07808181818181825;0.10177727272727273;0.02219037480297123;0.023695454545454478
