;Classifier;Exp. Group;Ratio Men;Prob Men;Prob Women;Prob Diff;Informativeness Diff;Lower Bound Bias;Mean Bias;Upper Bound Bias;Width_Confidence_Intervall;SD Bias;Significant_Bias
323;SVM_noSexInf;28;0.50;0.65;0.95;0.30;-0.30;-0.14620131446185192;-0.14328363636363636;-0.1403659582654208;0.005835356196431104;0.0007500770015718675;Yes
324;SVM_noSexInf;29;0.50;0.80;0.35;-0.45;0.15;0.04905982229544947;0.05337090909090909;0.0576819958863687;0.008622173590919234;0.0011082946604123718;Yes
325;SVM_noSexInf;30;0.50;0.80;0.50;-0.30;0.30;0.06903674641744535;0.07256727272727273;0.07609779903710011;0.007061052619654747;0.0009076280862050962;Yes
326;SVM_noSexInf;31;0.50;0.80;0.65;-0.15;0.15;0.052431029963019904;0.05511636363636364;0.05780169730970737;0.005370667346687468;0.0006903458716551092;Yes
327;SVM_noSexInf;32;0.50;0.80;0.80;0.00;0.00;-0.003656754949475291;-0.00092;0.0018167549494752906;0.005473509898950581;0.0007035652588936624;No
328;SVM_noSexInf;33;0.50;0.80;0.95;0.15;-0.15;-0.09553100144212036;-0.09329454545454545;-0.09105808946697054;0.00447291197514981;0.0005749483475691166;Yes
329;SVM_noSexInf;34;0.50;0.95;0.50;-0.45;0.45;0.15083108294476502;0.15439272727272726;0.1579543716006895;0.007123288655924493;0.0009156279096783367;Yes
330;SVM_noSexInf;35;0.50;0.95;0.65;-0.30;0.30;0.1383651504700385;0.14147272727272728;0.14458030407541606;0.006215153605377532;0.0007988961810902543;Yes
331;SVM_noSexInf;36;0.50;0.95;0.80;-0.15;0.15;0.09133494925758011;0.09350181818181817;0.09566868710605624;0.0043337378484761355;0.0005570588977878645;Yes
332;SVM_noSexInf;37;0.50;0.95;0.95;0.00;0.00;-0.00043720414888036936;0.0005672727272727274;0.001571749603425824;0.0020089537523061934;0.00025823102414004846;No
333;SVM_noSexInf;38;0.65;0.05;0.05;0.00;0.00;0.0003573984540961525;0.0016011988011988012;0.00284499914830145;0.0024876006942052974;0.0003197563279785358;Yes
334;SVM_noSexInf;39;0.65;0.05;0.20;0.15;0.15;0.09942700060338748;0.10213346653346654;0.1048399324635456;0.005412931860158121;0.0006957785545059607;Yes
335;SVM_noSexInf;40;0.65;0.05;0.35;0.30;0.30;0.1515634338855459;0.15505534465534465;0.1585472554251434;0.006983821539597484;0.0008977007989911746;Yes
336;SVM_noSexInf;41;0.65;0.05;0.50;0.45;0.45;0.16714108215451395;0.1714061938061938;0.17567130545787363;0.008530223303359662;0.001096475365468811;Yes
337;SVM_noSexInf;42;0.65;0.20;0.05;-0.15;-0.15;-0.09247307348801159;-0.0902013986013986;-0.08792972371478561;0.004543349773225996;0.0005840024259492201;Yes
338;SVM_noSexInf;43;0.65;0.20;0.20;0.00;0.00;-0.0019310545266004219;0.0010861138861138864;0.004103282298828195;0.0060343368254286165;0.000775653982401353;No
339;SVM_noSexInf;44;0.65;0.20;0.35;0.15;0.15;0.05612157564435777;0.05972787212787213;0.0633341686113865;0.0072125929670287196;0.0009271070906650034;Yes
340;SVM_noSexInf;45;0.65;0.20;0.50;0.30;0.30;0.07580489775025034;0.07974345654345655;0.08368201533666275;0.007877117586412408;0.0010125251212357595;Yes
341;SVM_noSexInf;46;0.65;0.20;0.65;0.45;0.15;0.0656578590596725;0.07041078921078922;0.07516371936190594;0.009505860302233443;0.001221883798151188;Yes
342;SVM_noSexInf;47;0.65;0.35;0.05;-0.30;-0.30;-0.13562536569362388;-0.13204675324675327;-0.12846814079988267;0.007157224893741234;0.0009199900755255182;Yes
343;SVM_noSexInf;48;0.65;0.35;0.20;-0.15;-0.15;-0.052578757252091365;-0.04869490509490509;-0.04481105293771881;0.007767704314372562;0.0009984611333211902;Yes
344;SVM_noSexInf;49;0.65;0.35;0.35;0.00;0.00;0.0021080480920040766;0.005745454545454546;0.009382860998905014;0.007274812906900938;0.0009351048451064339;Yes
345;SVM_noSexInf;50;0.65;0.35;0.50;0.15;0.15;0.017964625495855136;0.02207712287712288;0.02618962025839062;0.008224994762535487;0.0010572412722980162;Yes
346;SVM_noSexInf;51;0.65;0.35;0.65;0.30;0.00;0.005748338356780009;0.009826173826173826;0.013904009295567643;0.008155670938787635;0.001048330384238417;Yes
347;SVM_noSexInf;52;0.65;0.35;0.80;0.45;-0.15;-0.03630214901698034;-0.032140659340659336;-0.02797916966433833;0.008322979352642014;0.0010698362168178213;Yes
348;SVM_noSexInf;53;0.65;0.50;0.05;-0.45;-0.45;-0.14168875496325214;-0.1382909090909091;-0.13489306321856606;0.006795691744686098;0.0008735185849628747;Yes
349;SVM_noSexInf;54;0.65;0.50;0.20;-0.30;-0.30;-0.05856276198955082;-0.054664535464535466;-0.05076630893952011;0.007796453050030717;0.0010021564973599166;Yes
350;SVM_noSexInf;55;0.65;0.50;0.35;-0.15;-0.15;-0.013623638036470102;-0.009506493506493506;-0.00538934897651691;0.008234289059953192;0.0010584359617915302;Yes
351;SVM_noSexInf;56;0.65;0.50;0.50;0.00;0.00;-0.0032034942014586947;0.0011596403596403598;0.005522774920739415;0.00872626912219811;0.001121675105641481;No
352;SVM_noSexInf;57;0.65;0.50;0.65;0.15;-0.15;-0.018359379375554864;-0.01420939060939061;-0.010059401843226356;0.008299977532328508;0.0010668795615887882;Yes
353;SVM_noSexInf;58;0.65;0.50;0.80;0.30;-0.30;-0.06497868379433154;-0.06077442557442557;-0.0565701673545196;0.008408516439811935;0.0010808311586359138;Yes
354;SVM_noSexInf;59;0.65;0.50;0.95;0.45;-0.45;-0.1427438292452174;-0.13944695304695304;-0.13615007684868868;0.0065937523965286906;0.0008475612902123119;Yes
355;SVM_noSexInf;60;0.65;0.65;0.20;-0.45;-0.15;-0.036542286901385494;-0.0318977022977023;-0.027253117694019106;0.009289169207366388;0.001194030313079512;Yes
356;SVM_noSexInf;61;0.65;0.65;0.35;-0.30;0.00;0.008532059328838592;0.013135664335664337;0.01773926934249008;0.00920721001365149;0.001183495273879931;Yes
357;SVM_noSexInf;62;0.65;0.65;0.50;-0.15;0.15;0.015605793886159534;0.01966753246753247;0.023729271048905404;0.00812347716274587;0.0010441921945221744;Yes
358;SVM_noSexInf;63;0.65;0.65;0.65;0.00;0.00;-0.0028269119647306097;0.0009166833166833165;0.004660278598097242;0.007487190562827852;0.000962403880503099;No
359;SVM_noSexInf;64;0.65;0.65;0.80;0.15;-0.15;-0.054636941889068875;-0.05106133866133866;-0.04748573543360845;0.007151206455460433;0.0009192164651429045;Yes
360;SVM_noSexInf;65;0.65;0.65;0.95;0.30;-0.30;-0.1364450179970648;-0.13342577422577423;-0.13040653045448367;0.006038487542581133;0.0007761875158089686;Yes
361;SVM_noSexInf;66;0.65;0.80;0.35;-0.45;0.15;0.06609179204490595;0.07101698301698302;0.07594217398906009;0.009850381944154128;0.0012661686286653102;Yes
362;SVM_noSexInf;67;0.65;0.80;0.50;-0.30;0.30;0.07309206115326243;0.07692947052947052;0.08076687990567862;0.007674818752416178;0.0009865216181560023;Yes
363;SVM_noSexInf;68;0.65;0.80;0.65;-0.15;0.15;0.05093753617880193;0.05426733266733266;0.057597129155863395;0.006659592977061463;0.0008560244420003684;Yes
364;SVM_noSexInf;69;0.65;0.80;0.80;0.00;0.00;-0.00428962952064779;-0.0011188811188811189;0.0020518672828855524;0.006341496803533343;0.0008151363426248098;No
365;SVM_noSexInf;70;0.65;0.80;0.95;0.15;-0.15;-0.09269162181392014;-0.0901994005994006;-0.08770717938488105;0.00498444242903908;0.0006407004998200148;Yes
366;SVM_noSexInf;71;0.65;0.95;0.50;-0.45;0.45;0.16256124530553845;0.1667876123876124;0.17101397946968633;0.008452734164147891;0.0010865149073171908;Yes
367;SVM_noSexInf;72;0.65;0.95;0.65;-0.30;0.30;0.14485289673079674;0.148398001998002;0.15194310726520724;0.007090210534410499;0.0009113760461471917;Yes
368;SVM_noSexInf;73;0.65;0.95;0.80;-0.15;0.15;0.09502894417041284;0.09786893106893108;0.10070891796744931;0.005679973797036459;0.0007301041395371113;Yes
369;SVM_noSexInf;74;0.65;0.95;0.95;0.00;0.00;0.0009174759692426153;0.002064735264735265;0.0032119945602279145;0.002294518590985299;0.0002949375439719962;Yes
370;SVM_noSexInf;75;0.80;0.05;0.05;0.00;0.00;-0.002591564246194209;-0.0013000000000000002;-8.435753805791438e-06;0.0025831284923884174;0.00033203547633142987;Yes
371;SVM_noSexInf;76;0.80;0.05;0.20;0.15;0.15;0.09924932938411432;0.1024909090909091;0.10573248879770389;0.0064831594135895745;0.0008333456621948492;Yes
372;SVM_noSexInf;77;0.80;0.05;0.35;0.30;0.30;0.16160687850323027;0.16625681818181817;0.17090675786040607;0.00929987935717578;0.0011954069963161459;Yes
373;SVM_noSexInf;78;0.80;0.05;0.50;0.45;0.45;0.19012468421302842;0.19563863636363635;0.20115258851424428;0.011027904301215878;0.0014175274162246537;Yes
374;SVM_noSexInf;79;0.80;0.20;0.05;-0.15;-0.15;-0.09312429998304876;-0.09052272727272727;-0.08792115456240578;0.0052031454206429885;0.000668812594207224;Yes
375;SVM_noSexInf;80;0.80;0.20;0.20;0.00;0.00;-0.002557017849956307;0.0015136363636363641;0.005584290577229036;0.008141308427185343;0.001046484226219087;No
376;SVM_noSexInf;81;0.80;0.20;0.35;0.15;0.15;0.05384135770126884;0.05883636363636364;0.06383136957145844;0.009990011870189596;0.0012841166669212162;Yes
377;SVM_noSexInf;82;0.80;0.20;0.50;0.30;0.30;0.08354956943071037;0.08898181818181818;0.09441406693292598;0.010864497502215617;0.0013965230974299356;Yes
378;SVM_noSexInf;83;0.80;0.20;0.65;0.45;0.15;0.08589228267577971;0.09143863636363636;0.09698499005149301;0.011092707375713289;0.0014258572069307267;Yes
379;SVM_noSexInf;84;0.80;0.35;0.05;-0.30;-0.30;-0.13616581116202006;-0.13246136363636365;-0.12875691611070725;0.007408895051312791;0.0009523397712119351;Yes
380;SVM_noSexInf;85;0.80;0.35;0.20;-0.15;-0.15;-0.054833202809783495;-0.04997272727272727;-0.04511225173567105;0.009720951074112439;0.0012495315776192943;Yes
381;SVM_noSexInf;86;0.80;0.35;0.35;0.00;0.00;-0.004036426257890523;0.0011954545454545458;0.006427335348799614;0.010463761606690138;0.0013450124837125065;No
382;SVM_noSexInf;87;0.80;0.35;0.50;0.15;0.15;0.016150921207950822;0.02145909090909091;0.026767260610231;0.01061633940228018;0.0013646248418223027;Yes
383;SVM_noSexInf;88;0.80;0.35;0.65;0.30;0.00;0.010820501580608481;0.01576590909090909;0.0207113166012097;0.009890815020601218;0.0012713658985019495;Yes
384;SVM_noSexInf;89;0.80;0.35;0.80;0.45;-0.15;-0.022928846641975868;-0.01871590909090909;-0.01450297153984231;0.008425875102133558;0.0010830624420309987;Yes
385;SVM_noSexInf;90;0.80;0.50;0.05;-0.45;-0.45;-0.13600789079884854;-0.13216818181818182;-0.1283284728375151;0.0076794179613333974;0.0009871128007193461;Yes
386;SVM_noSexInf;91;0.80;0.50;0.20;-0.30;-0.30;-0.0569373607526486;-0.052777272727272735;-0.04861718470189687;0.008320176050751728;0.001069475880240998;Yes
387;SVM_noSexInf;92;0.80;0.50;0.35;-0.15;-0.15;-0.013845897629829153;-0.008156818181818182;-0.002467738733807211;0.011378158896021942;0.0014625491608131983;Yes
388;SVM_noSexInf;93;0.80;0.50;0.50;0.00;0.00;-0.0060477829146849986;-0.0012886363636363633;0.003470510187412272;0.00951829310209727;0.0012234819109191294;No
389;SVM_noSexInf;94;0.80;0.50;0.65;0.15;-0.15;-0.021507926376736465;-0.016570454545454544;-0.011632982714172624;0.009874943662563843;0.0012693257932801247;Yes
390;SVM_noSexInf;95;0.80;0.50;0.80;0.30;-0.30;-0.05957781974895073;-0.05467954545454545;-0.049781271160140174;0.00979654858881056;0.0012592488862534668;Yes
391;SVM_noSexInf;96;0.80;0.50;0.95;0.45;-0.45;-0.13346209670400147;-0.1293340909090909;-0.12520608511418033;0.008256011589821147;0.0010612281769573973;Yes
392;SVM_noSexInf;97;0.80;0.65;0.20;-0.45;-0.15;-0.017597241355497728;-0.012661363636363636;-0.007725485917229545;0.009871755438268182;0.0012689159787564643;Yes
393;SVM_noSexInf;98;0.80;0.65;0.35;-0.30;0.00;0.012264610683791328;0.018452272727272727;0.024639934770754126;0.0123753240869628;0.0015907248284699907;Yes
394;SVM_noSexInf;99;0.80;0.65;0.50;-0.15;0.15;0.012944028568329494;0.01844318181818182;0.023942335068034146;0.01099830649970465;0.0014137229132151821;Yes
395;SVM_noSexInf;100;0.80;0.65;0.65;0.00;0.00;-0.006174882907743925;-0.0020068181818181817;0.0021612465441075614;0.008336129451851486;0.0010715265312825058;No
396;SVM_noSexInf;101;0.80;0.65;0.80;0.15;-0.15;-0.05634709842474676;-0.05210681818181818;-0.0478665379388896;0.008480560485857162;0.0010900917042169632;Yes
397;SVM_noSexInf;102;0.80;0.65;0.95;0.30;-0.30;-0.13276093549703682;-0.12924545454545452;-0.12572997359387222;0.007030961903164584;0.0009037602238775327;Yes
398;SVM_noSexInf;103;0.80;0.80;0.35;-0.45;0.15;0.08372309565286468;0.09020227272727273;0.09668144980168078;0.01295835414881611;0.001665667544201492;Yes
399;SVM_noSexInf;104;0.80;0.80;0.50;-0.30;0.30;0.08357798801614912;0.08866136363636364;0.09374473925657816;0.010166751240429027;0.0013068347551452003;Yes
400;SVM_noSexInf;105;0.80;0.80;0.65;-0.15;0.15;0.05035109494302648;0.05509090909090909;0.059830723238791704;0.009479628295765216;0.001218511934618858;Yes
401;SVM_noSexInf;106;0.80;0.80;0.80;0.00;0.00;-0.007383191400711898;-0.0035818181818181817;0.00021955503707553423;0.007602746437787432;0.000977257438929696;No
402;SVM_noSexInf;107;0.80;0.80;0.95;0.15;-0.15;-0.09420680569569242;-0.09163636363636364;-0.08906592157703486;0.005140884118657561;0.0006608095230775212;Yes
403;SVM_noSexInf;108;0.80;0.95;0.50;-0.45;0.45;0.1904564009343796;0.1958318181818182;0.20120723542925678;0.01075083449487718;0.0013819128483098908;Yes
404;SVM_noSexInf;109;0.80;0.95;0.65;-0.30;0.30;0.15787874026249973;0.16189772727272725;0.16591671428295476;0.008037974020455016;0.0010332016159806758;Yes
405;SVM_noSexInf;110;0.80;0.95;0.80;-0.15;0.15;0.09903871949536465;0.10192727272727273;0.1048158259591808;0.005777106463816166;0.0007425895777863412;Yes
406;SVM_noSexInf;111;0.80;0.95;0.95;0.00;0.00;-0.0016158452636514608;-0.00011818181818181818;0.0013794816272878242;0.002995326890939285;0.0003850194808086295;No
407;SVM_noSexInf;112;0.95;0.05;0.05;0.00;0.00;-0.011358271247948382;-0.008675598086124404;-0.005992924924300426;0.005365346323647956;0.0006896619070653875;Yes
408;SVM_noSexInf;113;0.95;0.05;0.20;0.15;0.15;0.10881438151010668;0.11399808612440192;0.11918179073869715;0.010367409228590465;0.001332627343812474;Yes
409;SVM_noSexInf;114;0.95;0.05;0.35;0.30;0.30;0.1964959908170258;0.2049263157894737;0.21335664076192162;0.016860649944895813;0.0021672688572044805;Yes
410;SVM_noSexInf;115;0.95;0.05;0.50;0.45;0.45;0.23380670400090278;0.242955023923445;0.25210334384598726;0.018296639845084468;0.002351851076757718;Yes
411;SVM_noSexInf;116;0.95;0.20;0.05;-0.15;-0.15;-0.0995354980675052;-0.09576842105263156;-0.09200134403775792;0.007534154029747264;0.0009684405670847811;Yes
412;SVM_noSexInf;117;0.95;0.20;0.20;0.00;0.00;-0.0031318901437442604;0.004038277511961722;0.011208445167667704;0.014340335311411965;0.0018433074776990702;No
413;SVM_noSexInf;118;0.95;0.20;0.35;0.15;0.15;0.05479192538164601;0.0630200956937799;0.0712482660059138;0.016456340624267794;0.00211529891523081;Yes
414;SVM_noSexInf;119;0.95;0.20;0.50;0.30;0.30;0.09195913420430275;0.10130143540669856;0.11064373660909436;0.01868460240479162;0.0024017198051971686;Yes
415;SVM_noSexInf;120;0.95;0.20;0.65;0.45;0.15;0.11113266061972449;0.12063349282296651;0.13013432502620853;0.01900166440648404;0.0024424749720689484;Yes
416;SVM_noSexInf;121;0.95;0.35;0.05;-0.30;-0.30;-0.13726480239893468;-0.13206315789473683;-0.12686151339053897;0.010403289008395733;0.0013372393326521364;Yes
417;SVM_noSexInf;122;0.95;0.35;0.20;-0.15;-0.15;-0.05951136106710769;-0.0521933014354067;-0.04487524180370571;0.014636119263401986;0.0018813275629095396;Yes
418;SVM_noSexInf;123;0.95;0.35;0.35;0.00;0.00;-0.009386355388139605;0.00030430622009569363;0.009994967828330993;0.019381323216470597;0.002491276336069526;No
419;SVM_noSexInf;124;0.95;0.35;0.50;0.15;0.15;0.01762174549932976;0.027289952153110048;0.03695815880689034;0.019336413307560574;0.0024855036139456053;Yes
420;SVM_noSexInf;125;0.95;0.35;0.65;0.30;0.00;0.01647137337283632;0.025933014354066985;0.03539465533529765;0.018923281962461333;0.002432399688468543;Yes
421;SVM_noSexInf;126;0.95;0.35;0.80;0.45;-0.15;-0.011950477173693864;-0.003016267942583733;0.005917941288526398;0.017868418462220263;0.002296807477008968;No
422;SVM_noSexInf;127;0.95;0.50;0.05;-0.45;-0.45;-0.12662961691419816;-0.12071961722488037;-0.11480961753556257;0.011819999378635586;0.0015193433603814441;Yes
423;SVM_noSexInf;128;0.95;0.50;0.20;-0.30;-0.30;-0.05714224837583998;-0.049284210526315785;-0.04142617267679159;0.015716075699048385;0.00202014522164532;Yes
424;SVM_noSexInf;129;0.95;0.50;0.35;-0.15;-0.15;-0.015078838505967005;-0.006170334928229665;0.0027381686495076734;0.017817007155474678;0.0022901990648551045;No
425;SVM_noSexInf;130;0.95;0.50;0.50;0.00;0.00;0.002258635732766346;0.011666985645933015;0.021075335559099684;0.018816699826333338;0.0024186996149174367;Yes
426;SVM_noSexInf;131;0.95;0.50;0.65;0.15;-0.15;-0.018101765619297883;-0.008623923444976077;0.0008539187293457283;0.01895568434864361;0.0024365646929435467;No
427;SVM_noSexInf;132;0.95;0.50;0.80;0.30;-0.30;-0.057846058760321444;-0.049557894736842106;-0.04126973071336277;0.01657632804695867;0.002130722105042831;Yes
428;SVM_noSexInf;133;0.95;0.50;0.95;0.45;-0.45;-0.13746876052382637;-0.1319023923444976;-0.12633602416516884;0.011132736358657502;0.001431002534566618;Yes
429;SVM_noSexInf;134;0.95;0.65;0.20;-0.45;-0.15;-0.01365375586031791;-0.004313875598086124;0.005026004664145663;0.018679760524463573;0.002401097429637532;No
430;SVM_noSexInf;135;0.95;0.65;0.35;-0.30;0.00;0.023718247837223386;0.03229282296650718;0.04086739809579097;0.017149150258567582;0.0022043527031509907;Yes
431;SVM_noSexInf;136;0.95;0.65;0.50;-0.15;0.15;0.024581953951653857;0.034377033492822964;0.04417211303399207;0.019590159082338212;0.0025181201095801214;Yes
432;SVM_noSexInf;137;0.95;0.65;0.65;0.00;0.00;-0.011177984582952723;-0.003376076555023923;0.004425831472904876;0.015603816055857598;0.0020057153610288296;No
433;SVM_noSexInf;138;0.95;0.65;0.80;0.15;-0.15;-0.05607491531629253;-0.04871196172248804;-0.04134900812868355;0.014725907187608977;0.0018928689075506317;Yes
434;SVM_noSexInf;139;0.95;0.65;0.95;0.30;-0.30;-0.14069080927152777;-0.13601531100478467;-0.13133981273804157;0.009350996533486177;0.0012019776009279384;Yes
435;SVM_noSexInf;140;0.95;0.80;0.35;-0.45;0.15;0.11131117498749388;0.12063732057416267;0.12996346616083146;0.018652291173337585;0.002397566517755871;Yes
436;SVM_noSexInf;141;0.95;0.80;0.50;-0.30;0.30;0.09857653609385406;0.10913684210526316;0.11969714811667226;0.02112061202281821;0.0027148446134491696;Yes
437;SVM_noSexInf;142;0.95;0.80;0.65;-0.15;0.15;0.06109603030095536;0.06855693779904307;0.07601784529713076;0.014921814996175412;0.0019180509078754616;Yes
438;SVM_noSexInf;143;0.95;0.80;0.80;0.00;0.00;-0.008149942365753912;-0.0022066985645933014;0.0037365452365673095;0.011886487602321222;0.0015278897602554508;No
439;SVM_noSexInf;144;0.95;0.80;0.95;0.15;-0.15;-0.10041870852617926;-0.09678086124401913;-0.093143013961859;0.007275694564320254;0.0009352181733988693;Yes
440;SVM_noSexInf;145;0.95;0.95;0.50;-0.45;0.45;0.24920330886991587;0.25860095693779905;0.26799860500568223;0.018795296135766346;0.002415948383372586;Yes
441;SVM_noSexInf;146;0.95;0.95;0.65;-0.30;0.30;0.1963118513107039;0.2044287081339713;0.2125455649572387;0.016233713646534816;0.0020866824314540204;Yes
442;SVM_noSexInf;147;0.95;0.95;0.80;-0.15;0.15;0.10192835215969488;0.10699904306220097;0.11206973396470706;0.010141381805012178;0.001303573766542537;Yes
443;SVM_noSexInf;148;0.95;0.95;0.95;0.00;0.00;-0.011012056503804704;-0.008380861244019138;-0.005749665984233572;0.005262390519571132;0.0006764279624325653;Yes
444;NB;1;0.50;0.05;0.05;0.00;0.00;-0.001983841533858816;-0.0008727272727272727;0.0002383869884042708;0.002222228522263087;0.00028564537462272087;No
445;NB;2;0.50;0.05;0.20;0.15;0.15;0.09732629261563701;0.0998290909090909;0.10233188920254478;0.005005596586907776;0.0006434196564183102;Yes
446;NB;3;0.50;0.05;0.35;0.30;0.30;0.18841502972798266;0.19220727272727273;0.1959995157265628;0.007584485998580152;0.0009749102410848826;Yes
447;NB;4;0.50;0.05;0.50;0.45;0.45;0.23164628833657994;0.2344981818181818;0.23735007529978366;0.005703786963203728;0.0007331650852061353;Yes
448;NB;5;0.50;0.20;0.05;-0.15;-0.15;-0.10049326691159197;-0.09819636363636362;-0.09589946036113528;0.004593806550456692;0.0005904881428275364;Yes
449;NB;6;0.50;0.20;0.20;0.00;0.00;-0.002088948989560472;0.0004145454545454545;0.0029180398986513806;0.005006988888211853;0.0006435986229033527;No
450;NB;7;0.50;0.20;0.35;0.15;0.15;0.039681446044199424;0.04339272727272727;0.04710400850125512;0.0074225624570556925;0.0009540965802864473;Yes
451;NB;8;0.50;0.20;0.50;0.30;0.30;0.06485166570684135;0.06833454545454547;0.07181742520224958;0.006965759495408217;0.000895379102852723;Yes
452;NB;9;0.50;0.20;0.65;0.45;0.15;0.05772735948725457;0.06034545454545454;0.06296354960365451;0.0052361901163999434;0.0006730601611897486;Yes
453;NB;10;0.50;0.35;0.05;-0.30;-0.30;-0.18873247332703272;-0.18534545454545454;-0.18195843576387635;0.00677403756315637;0.0008707351552961056;Yes
454;NB;11;0.50;0.35;0.20;-0.15;-0.15;-0.040115346239793286;-0.036239999999999994;-0.0323646537602067;0.007750692479586585;0.0009962744311563239;Yes
455;NB;12;0.50;0.35;0.35;0.00;0.00;0.001867295447094952;0.005363636363636364;0.008859977280177775;0.006992681833082824;0.0008988397015957139;Yes
456;NB;13;0.50;0.35;0.50;0.15;0.15;0.011945767146097469;0.016174545454545455;0.02040332376299344;0.008457556616895973;0.001087134785654646;Yes
457;NB;14;0.50;0.35;0.65;0.30;0.00;-0.002477334935231367;0.000861818181818182;0.004200971298867731;0.006678306234099098;0.0008584298450736235;No
458;NB;15;0.50;0.35;0.80;0.45;-0.15;-0.06169158287684025;-0.05886545454545454;-0.05603932621406883;0.0056522566627714155;0.000726541377597334;Yes
459;NB;16;0.50;0.50;0.05;-0.45;-0.45;-0.23494145839664243;-0.23185818181818182;-0.22877490523972122;0.0061665531569212225;0.0007926490768131491;Yes
460;NB;17;0.50;0.50;0.20;-0.30;-0.30;-0.06534025638188026;-0.06196000000000001;-0.05857974361811975;0.006760512763760516;0.0008689966768491675;Yes
461;NB;18;0.50;0.50;0.35;-0.15;-0.15;-0.011043384162142502;-0.0075636363636363635;-0.004083888565130225;0.006959495597012278;0.0008945739410136136;Yes
462;NB;19;0.50;0.50;0.50;0.00;0.00;-0.0005489552525946742;0.003232727272727273;0.00701440979804922;0.007563365050643894;0.0009721953532931017;No
463;NB;20;0.50;0.50;0.65;0.15;-0.15;-0.016590374130165494;-0.012716363636363637;-0.008842353142561779;0.007748020987603715;0.0009959310374321397;Yes
464;NB;21;0.50;0.50;0.80;0.30;-0.30;-0.06796830429300549;-0.06455636363636363;-0.06114442297972177;0.006823881313283721;0.0008771420736373522;Yes
465;NB;22;0.50;0.50;0.95;0.45;-0.45;-0.23321370419137455;-0.2302872727272727;-0.22736084126317085;0.0058528629282037165;0.0007523273178222028;Yes
466;NB;23;0.50;0.65;0.20;-0.45;-0.15;-0.06306745122375879;-0.06029818181818182;-0.05752891241260485;0.005538538811153945;0.0007119240787906914;Yes
467;NB;24;0.50;0.65;0.35;-0.30;0.00;-0.0004066531890681785;0.002789090909090909;0.005984835007249997;0.006391488196318175;0.0008215622389612463;No
468;NB;25;0.50;0.65;0.50;-0.15;0.15;0.010725438079374476;0.014098181818181817;0.017470925556989158;0.006745487477614681;0.00086706532575411;Yes
469;NB;26;0.50;0.65;0.65;0.00;0.00;-0.0014529120751096817;0.0018036363636363636;0.005060184802382409;0.006513096877492091;0.0008371938254264953;No
470;NB;27;0.50;0.65;0.80;0.15;-0.15;-0.045465728935584884;-0.04202181818181819;-0.03857790742805149;0.006887821507533387;0.0008853609496696404;Yes
471;NB;28;0.50;0.65;0.95;0.30;-0.30;-0.19439587159143087;-0.19107272727272726;-0.18774958295402364;0.006646288637407254;0.0008543143014605628;Yes
472;NB;29;0.50;0.80;0.35;-0.45;0.15;0.05908254436883018;0.06188363636363636;0.06468472835844254;0.005602183989612358;0.0007201050334771919;Yes
473;NB;30;0.50;0.80;0.50;-0.30;0.30;0.0662364471593972;0.0695709090909091;0.072905371022421;0.006668923863023812;0.0008572238345873932;Yes
474;NB;31;0.50;0.80;0.65;-0.15;0.15;0.04029206527736623;0.04372;0.047147934722633775;0.006855869445267546;0.0008812538298552479;Yes
475;NB;32;0.50;0.80;0.80;0.00;0.00;-0.002615188986949251;0.0001781818181818182;0.0029715526233128875;0.005586741610262139;0.0007181200691990503;No
476;NB;33;0.50;0.80;0.95;0.15;-0.15;-0.09868649888606203;-0.09620727272727271;-0.0937280465684834;0.0049584523175786235;0.0006373597294850864;Yes
477;NB;34;0.50;0.95;0.50;-0.45;0.45;0.23437943973110056;0.23738545454545457;0.24039146935980857;0.006012029628708015;0.0007727866141265773;Yes
478;NB;35;0.50;0.95;0.65;-0.30;0.30;0.18521036511241112;0.18849454545454544;0.19177872579667976;0.006568360684268613;0.0008442974381430134;Yes
479;NB;36;0.50;0.95;0.80;-0.15;0.15;0.09097148926181406;0.09341090909090907;0.09585032892000409;0.00487883965819002;0.0006271263139349117;Yes
480;NB;37;0.50;0.95;0.95;0.00;0.00;-0.0006867591991051793;0.0003563636363636364;0.0013994864718324521;0.0020862456709376314;0.0002681661315475899;No
481;NB;38;0.65;0.05;0.05;0.00;0.00;0.0009543876171717526;0.0019528471528471526;0.0029513066885225527;0.0019969190713508;0.00025668408559816194;Yes
482;NB;39;0.65;0.05;0.20;0.15;0.15;0.10827381071320993;0.11148931068931069;0.11470481066541144;0.006430999952201499;0.0008266410822027144;Yes
483;NB;40;0.65;0.05;0.35;0.30;0.30;0.20699464549136953;0.2109110889110889;0.21482753233080826;0.007832886839438724;0.001006839698623924;Yes
484;NB;41;0.65;0.05;0.50;0.45;0.45;0.25324959912216566;0.25687512487512487;0.2605006506280841;0.007251051505918438;0.000932050553337064;Yes
485;NB;42;0.65;0.20;0.05;-0.15;-0.15;-0.09363810667677037;-0.09155324675324675;-0.08946838682972312;0.004169719847047242;0.000535976014999863;Yes
486;NB;43;0.65;0.20;0.20;0.00;0.00;-0.0021390843697817433;0.000565834165834166;0.0032707527014500756;0.005409837071231819;0.0006953807501697389;No
487;NB;44;0.65;0.20;0.35;0.15;0.15;0.046142322477401014;0.050444755244755245;0.054747188012109475;0.008604865534708456;0.0011060698819295163;Yes
