;Exp. Group;Lower Bound Bias;Mean Bias;Upper Bound Bias;SD Bias;Lower Bound NO SEX;Mean NO SEX;Upper Bound NO SEX;SD NO SEX;Lower Bound NO SEX INF;Mean NO SEX INF;Upper Bound NO SEX INF;SD NO SEX INF
99;100;-0.005309127732868332;-0.0007431818181818181;0.003822764096504696;0.0012658062245142173;-0.006174154882880733;-0.0015636363636363636;0.0030468821556080064;0.0012781629806708477;-0.006374745964270242;-0.002029545454545455;0.0023156550551793323;0.0012046095058376558
100;101;-0.05200666208483226;-0.04777272727272727;-0.04353879246062228;0.0011737635836008109;-0.05301945995114972;-0.048711363636363636;-0.04440326732157755;0.001194323198950418;-0.0499454451142716;-0.045725;-0.041504554885728406;0.0011700238670550231
101;102;-0.13759454527435777;-0.13465000000000002;-0.13170545472564227;0.0008163092174739115;-0.1286513451163434;-0.12569772727272727;-0.12274410942911113;0.0008188243840690062;-0.12295132926538106;-0.1200409090909091;-0.11713048891643714;0.0008068487979563159
102;103;0.043952821635914144;0.04882499999999999;0.05369717836408584;0.001350702311292444;0.05346493037183;0.058811363636363634;0.06415779690089726;0.0014821788588052483;0.06744763707528714;0.072925;0.07840236292471287;0.0015184761741753915
103;104;0.058256583377432926;0.06287045454545455;0.06748432571347618;0.0012790924274427005;0.06393335921714698;0.06860227272727273;0.07327118623739849;0.0012943516838047058;0.07023159825165919;0.07493636363636365;0.07964112902106811;0.0013042908129249726
104;105;0.039755392092195196;0.04447954545454545;0.04920369881689571;0.001309665695423219;0.04226146429009968;0.04683863636363636;0.05141580843717304;0.0012689184255817367;0.04430398703235373;0.048729545454545456;0.053155103876737185;0.0012268869369965415
105;106;-0.005285601411727025;-0.0012590909090909094;0.002767419593545206;0.0011162598402479317;-0.005351374753591092;-0.0012886363636363633;0.0027741020263183655;0.0011263032104773946;-0.004986211500259163;-0.0009045454545454544;0.003177120591168254;0.001131550479044049
106;107;-0.09104736133232401;-0.08801363636363636;-0.08497991139494872;0.0008410322900403137;-0.08915440503007514;-0.08609090909090908;-0.08302741315174302;0.0008492856247152193;-0.08702151630357373;-0.08397045454545456;-0.08091939278733538;0.0008458385265541863
107;108;0.1472899590931557;0.15168636363636365;0.1560827681795716;0.0012188046771152525;0.16017721586766312;0.1647840909090909;0.1693909659505187;0.001277152908062614;0.1666428631198204;0.1718159090909091;0.1769889550619978;0.0014341111156924078
108;109;0.13205644642579237;0.13672954545454544;0.1414026444832985;0.0012955120250856256;0.1372619287625695;0.14179318181818182;0.14632443487379412;0.001256188406479827;0.14720262022199115;0.15149090909090906;0.15577919795982698;0.0011888320282838964
109;110;0.08837736123110457;0.0925340909090909;0.09669082058707723;0.0011523601896145836;0.0962212300671259;0.10067272727272727;0.10512422447832864;0.0012340778836502544;0.10080443365422394;0.10506136363636363;0.10931829361850333;0.0011801384793852898
110;111;-0.003368506921018667;-0.0008159090909090909;0.001736688739200485;0.0007076505684487557;-0.003453256222834247;-0.000925;0.001603256222834247;0.0007009024031004355;-0.003768679907137651;-0.0011909090909090912;0.0013868617253194684;0.0007146292149580206
