;Classifier;Exp. Group;Ratio Men;Probability Men;Probability Women;Difference Probabilities;Informativeness Difference;Possible Accuracy;Mean Accuracy;SD Accuracy;Diff Acc;Possible Accuracy Men;Mean Accuracy Men;SD Accuracy Men;Diff Acc Men;Possible Accuracy Women;Mean Accuracy Women;SD Accuracy Women;Diff Acc Women;Expected Bias;Mean Bias;SD Bias;Lower Bound Bias;Upper Bound Bias;Significance Bias;Diff Bias
950;Tree;63;0.65;0.65;0.65;0.00;0.00;0.81471;0.78478;0.017337661292378893;0.029930000000000012;0.8146727272727273;0.7849090909090909;0.021049613103631327;0.029763636363636436;0.8147792207792208;0.7845402597402598;0.024308933978047977;0.030238961038961065;-0.00010649350649349909;0.00036883116883116874;0.029219520307387697;-0.11537078951295196;0.1161084518506143;No;0.00047532467532466783
951;Tree;64;0.65;0.65;0.80;0.15;-0.15;0.8270154545454546;0.8020618181818182;0.016758647724539822;0.024953636363636345;0.8146825174825175;0.7825706293706294;0.020190984582226096;0.03211188811188814;0.8499194805194805;0.8382597402597403;0.023468583004628004;0.011659740259740259;-0.035236963036963;-0.05568911088911088;0.027885800891963304;-0.1661458187231386;0.05476759694491683;No;-0.020452147852147884
952;Tree;65;0.65;0.65;0.95;0.30;-0.30;0.85487;0.8362963636363636;0.016246658209123094;0.018573636363636403;0.8147300699300699;0.7828727272727274;0.022591915193931986;0.031857342657342524;0.9294155844155844;0.9355116883116883;0.014069524484032451;-0.006096103896103933;-0.11468551448551445;-0.15263896103896105;0.024547387644872583;-0.24987208823810653;-0.055405833839815566;Yes;-0.037953446553446596
953;Tree;66;0.65;0.80;0.35;-0.45;0.15;0.839269090909091;0.8192290909090909;0.014150191934273668;0.020040000000000058;0.8519552447552448;0.8380615384615385;0.01852190168957537;0.013893706293706232;0.8157090909090909;0.7842545454545455;0.02307708213667449;0.0314545454545454;0.03624615384615382;0.053806993006993;0.03032097287662504;-0.06629552279494971;0.17390950880893571;No;0.017560839160839184
954;Tree;67;0.65;0.80;0.50;-0.30;0.30;0.8351709090909091;0.8133236363636364;0.014975656793833416;0.021847272727272715;0.851965034965035;0.838;0.017846402669145146;0.013965034965034984;0.8039818181818181;0.7674961038961039;0.025833157664180085;0.03648571428571423;0.04798321678321682;0.07050389610389611;0.030836261881899783;-0.051639698859668334;0.19264749106746054;No;0.02252067932067929
955;Tree;68;0.65;0.80;0.65;-0.15;0.15;0.8389072727272727;0.8194981818181818;0.013959445436935232;0.01940909090909093;0.8519146853146853;0.838386013986014;0.014414364214677185;0.013528671328671305;0.8147506493506493;0.7844207792207792;0.02429765695215125;0.030329870129870096;0.037164035964035946;0.053965234765234765;0.025403864202424496;-0.046660428343161586;0.15459089787363112;No;0.01680119880119882
956;Tree;69;0.65;0.80;0.80;0.00;0.00;0.8511663636363637;0.8418618181818182;0.013532763870076178;0.00930454545454551;0.8519062937062937;0.841158041958042;0.015460422857048508;0.01074825174825167;0.8497922077922078;0.8431688311688311;0.020569005027337786;0.006623376623376642;0.002114085914085906;-0.002010789210789211;0.022996390492602013;-0.09310035826134541;0.089078779839767;No;-0.004124875124875117
957;Tree;70;0.65;0.80;0.95;0.15;-0.15;0.8790163636363636;0.8767218181818182;0.013144457175157201;0.002294545454545438;0.8519216783216783;0.8427188811188812;0.016819227504625944;0.009202797202797153;0.9293350649350649;0.9398701298701297;0.014171210974907955;-0.010535064935064842;-0.07741338661338659;-0.09715124875124874;0.01891421254650513;-0.17207115717540045;-0.022231340327097046;Yes;-0.019737862137862147
958;Tree;71;0.65;0.95;0.50;-0.45;0.45;0.8863627272727272;0.8835272727272727;0.011662613730761759;0.00283545454545453;0.9306755244755245;0.946839160839161;0.008892465753197241;-0.01616363636363649;0.8040675324675325;0.7659480519480519;0.028873067690661038;0.03811948051948055;0.126607992007992;0.1808911088911089;0.030176165537039647;0.06136218041637889;0.3004200373658389;Yes;0.054283116883116905
959;Tree;72;0.65;0.95;0.65;-0.30;0.30;0.89014;0.8869272727272727;0.011346110678162494;0.003212727272727367;0.9307580419580419;0.9425874125874125;0.009741447560319454;-0.011829370629370617;0.8147064935064935;0.7835584415584417;0.025211160162251917;0.031148051948051814;0.11605154845154841;0.15902897102897104;0.026136493093499014;0.05550133728377264;0.2625566047741694;Yes;0.042977422577422625
960;Tree;73;0.65;0.95;0.80;-0.15;0.15;0.90242;0.9107690909090909;0.009627267981599706;-0.008349090909090862;0.9307384615384615;0.9466489510489512;0.00891042818909432;-0.015910489510489678;0.8498285714285714;0.844135064935065;0.020461197026484114;0.005693506493506417;0.08090989010989014;0.10251388611388611;0.021529855617154488;0.017233316951599367;0.18779445527617283;Yes;0.02160399600399597
961;Tree;74;0.65;0.95;0.95;0.00;0.00;0.9303154545454545;0.9481854545454547;0.007168932623902515;-0.017870000000000164;0.9308041958041958;0.9488167832167834;0.007960891719192006;-0.0180125874125876;0.9294077922077922;0.9470129870129869;0.01097889986820637;-0.017605194805194624;0.0013964035964035837;0.001803796203796204;0.011857831440391289;-0.04516552083432145;0.048773113241913864;No;0.00040739260739262027
962;Tree;75;0.80;0.05;0.05;0.00;0.00;0.9298727272727273;0.9502963636363636;0.006665121778276679;-0.02042363636363631;0.9293420454545455;0.9497863636363635;0.0074328993143493146;-0.020444318181818022;0.9319954545454545;0.9523363636363635;0.01024052920913721;-0.02034090909090902;-0.0026534090909090535;-0.0025499999999999997;0.011387557121476924;-0.04765654274494177;0.04255654274494178;No;0.00010340909090905378
963;Tree;76;0.80;0.05;0.20;0.15;0.15;0.9137109090909091;0.9274399999999999;0.008421881466257627;-0.013729090909090802;0.9293272727272728;0.9474409090909091;0.007926326237531414;-0.018113636363636276;0.8512454545454545;0.8474363636363635;0.02429086318169052;0.003809090909090984;0.07808181818181825;0.10000454545454546;0.024665567788119458;0.0023033022559715427;0.19770578865311939;Yes;0.021922727272727205
964;Tree;77;0.80;0.05;0.35;0.30;0.30;0.9068454545454545;0.915329090909091;0.01007055569808456;-0.008483636363636471;0.9293795454545455;0.9479704545454545;0.008692907142236155;-0.01859090909090899;0.8167090909090909;0.7847636363636363;0.034460961591635385;0.03194545454545461;0.11267045454545455;0.1632068181818182;0.035048964888659946;0.024376547909482432;0.302037088454154;Yes;0.05053636363636366
965;Tree;78;0.80;0.05;0.50;0.45;0.45;0.9044972727272728;0.9104672727272728;0.008374968222661185;-0.005970000000000031;0.9293215909090909;0.948259090909091;0.008149818635935537;-0.01893750000000005;0.8052;0.7593;0.03871937946408477;0.04590000000000005;0.12412159090909092;0.18895909090909094;0.04204414432512324;0.02242065136976787;0.35549753044841403;Yes;0.06483750000000002
966;Tree;79;0.80;0.20;0.05;-0.15;-0.15;0.8667936363636364;0.8643381818181818;0.01270006369344342;0.002455454545454594;0.8504988636363636;0.8448772727272728;0.014795461317868552;0.005621590909090868;0.9319727272727273;0.942181818181818;0.016782755167288013;-0.010209090909090723;-0.08147386363636366;-0.09730454545454545;0.02094115219942882;-0.18025323820185862;-0.014355852707232275;Yes;-0.015830681818181785
967;Tree;80;0.80;0.20;0.20;0.00;0.00;0.850589090909091;0.8486854545454546;0.010488833826451533;0.0019036363636363296;0.8504443181818182;0.8483545454545455;0.011986843017688889;0.0020897727272727318;0.8511681818181818;0.8500090909090909;0.02368297577613189;0.001159090909090832;-0.0007238636363635642;-0.0016545454545454543;0.02705417686192719;-0.10881715917704526;0.10550806826795436;No;-0.0009306818181818901
968;Tree;81;0.80;0.20;0.35;0.15;0.15;0.84378;0.833810909090909;0.014838188224077129;0.009969090909090927;0.8505;0.8433318181818181;0.015962805023841422;0.007168181818181907;0.8169;0.7957272727272727;0.033395000086836366;0.021172727272727232;0.033600000000000074;0.04760454545454545;0.035944600756768794;-0.0947733722313486;0.1899824631404395;No;0.014004545454545374
969;Tree;82;0.80;0.20;0.50;0.30;0.30;0.8414790909090909;0.8267636363636364;0.014373578822740644;0.014715454545454532;0.8505181818181818;0.8425568181818182;0.015595154887907043;0.007961363636363683;0.8053227272727272;0.7635909090909091;0.036222670862568244;0.04173181818181815;0.045195454545454594;0.0789659090909091;0.03955879275618602;-0.07772795925684174;0.23565977743865996;No;0.033770454545454506
970;Tree;83;0.80;0.20;0.65;0.45;0.15;0.84317;0.8308672727272727;0.012863958979873448;0.012302727272727298;0.8505431818181818;0.8444272727272727;0.013643771032771737;0.0061159090909090885;0.8136772727272727;0.7766272727272728;0.03382206172869124;0.037049999999999916;0.03686590909090903;0.0678;0.036420025541912905;-0.07646109316983193;0.21206109316983193;No;0.030934090909090967
971;Tree;84;0.80;0.35;0.05;-0.30;-0.30;0.83795;0.8164163636363636;0.013678167407215187;0.021533636363636366;0.8144318181818182;0.7869227272727273;0.016635104864710364;0.027509090909090927;0.9320227272727273;0.934390909090909;0.017027298052053597;-0.0023681818181817693;-0.11759090909090908;-0.1474681818181818;0.02401495409880291;-0.24259231968375564;-0.05234404395260797;Yes;-0.029877272727272725
972;Tree;85;0.80;0.35;0.20;-0.15;-0.15;0.8217772727272727;0.8004454545454546;0.013638973918077653;0.021331818181818174;0.8144193181818182;0.790075;0.015909993809095732;0.02434431818181826;0.8512090909090909;0.8419272727272729;0.023666901057451294;0.009281818181818058;-0.036789772727272685;-0.051852272727272726;0.02834002844906459;-0.16410819302642854;0.060403647571883094;No;-0.015062500000000041
973;Tree;86;0.80;0.35;0.35;0.00;0.00;0.8148963636363636;0.7870927272727273;0.016674329981874167;0.027803636363636364;0.8144363636363636;0.7877772727272728;0.018403286359576873;0.0266590909090908;0.8167363636363636;0.7843545454545454;0.03204464848621995;0.03238181818181818;-0.0022999999999999687;0.0034227272727272726;0.03520328269873443;-0.1360188016587025;0.14286425620415705;No;0.005722727272727241
974;Tree;87;0.80;0.35;0.50;0.15;0.15;0.812609090909091;0.7825363636363636;0.0182085056250879;0.030072727272727362;0.8144011363636363;0.7861659090909091;0.019469754849713226;0.028235227272727204;0.805440909090909;0.7680181818181817;0.03269859647789859;0.03742272727272733;0.008960227272727272;0.01814772727272727;0.034053913904312845;-0.11674110856551033;0.15303656311096486;No;0.009187499999999998
975;Tree;88;0.80;0.35;0.65;0.30;0.00;0.8141609090909091;0.7819345454545455;0.016468750760592194;0.03222636363636355;0.8143363636363636;0.7835181818181817;0.017328811052659033;0.030818181818181967;0.8134590909090909;0.7756000000000001;0.034488244083507216;0.03785909090909079;0.000877272727272782;0.007918181818181817;0.03595989070975595;-0.13452029994749037;0.15035666358385402;No;0.007040909090909035
976;Tree;89;0.80;0.35;0.80;0.45;-0.15;0.8215763636363637;0.7958963636363637;0.015589046918858875;0.025679999999999925;0.8143704545454545;0.7880954545454546;0.017076850756513197;0.026274999999999937;0.8504;0.8271;0.030237357923728215;0.0233000000000001;-0.03602954545454551;-0.03900454545454546;0.032895311635106755;-0.16930411405813028;0.09129502314903937;No;-0.00297499999999995
977;Tree;90;0.80;0.50;0.05;-0.45;-0.45;0.8282709090909091;0.8008836363636364;0.014342451841369027;0.027387272727272705;0.8023443181818182;0.768290909090909;0.017189031510595074;0.03405340909090915;0.9319772727272727;0.9312545454545456;0.022136946000031524;0.0007227272727271528;-0.12963295454545454;-0.1629636363636364;0.028358551866837337;-0.27529292861839566;-0.05063434410887711;Yes;-0.033330681818181856
978;Tree;91;0.80;0.50;0.20;-0.30;-0.30;0.8120845454545454;0.7804781818181818;0.013956296486691638;0.0316063636363636;0.8023;0.7666227272727273;0.016121999920522396;0.035677272727272724;0.8512227272727273;0.8359;0.026475733811819387;0.015322727272727321;-0.048922727272727284;-0.06927727272727273;0.03095862053817578;-0.19190553493778495;0.053350989483239505;No;-0.020354545454545445
979;Tree;92;0.80;0.50;0.35;-0.15;-0.15;0.8052827272727273;0.7706854545454547;0.01228936066255228;0.03459727272727264;0.8023852272727273;0.767025;0.014271906993635173;0.03536022727272736;0.8168727272727273;0.7853272727272728;0.03314265382504319;0.03154545454545454;-0.014487499999999986;-0.018302272727272726;0.03804672936066754;-0.16900680100362375;0.1324022555490783;No;-0.0038147727272727396
980;Tree;93;0.80;0.50;0.50;0.00;0.00;0.8029027272727273;0.766909090909091;0.017933770818878855;0.03599363636363628;0.8023238636363637;0.7680795454545455;0.01920529286232841;0.03424431818181817;0.8052181818181818;0.7622272727272728;0.037778633115201375;0.04299090909090908;-0.0028943181818181785;0.005852272727272728;0.0402258862059596;-0.1534839779054664;0.16518852336001186;No;0.008746590909090905
981;Tree;94;0.80;0.50;0.65;0.15;-0.15;0.8046263636363636;0.7690527272727272;0.013634940578172442;0.03557363636363642;0.8023715909090909;0.7664204545454546;0.016323374759690132;0.03595113636363634;0.8136454545454546;0.7795818181818182;0.032181006124081;0.03406363636363641;-0.011273863636363624;-0.013161363636363636;0.03827318556260749;-0.16476289345955183;0.13844016618682456;No;-0.0018875000000000124
982;Tree;95;0.80;0.50;0.80;0.30;-0.30;0.8119390909090909;0.7811309090909091;0.01442059942223758;0.03080818181818179;0.8023443181818182;0.7688136363636363;0.016092091685165594;0.03353068181818186;0.8503181818181819;0.8304;0.02756386853865089;0.019918181818181835;-0.04797386363636369;-0.06158636363636364;0.030737193868909423;-0.183337546468429;0.060164819195701734;No;-0.013612499999999951
983;Tree;96;0.80;0.50;0.95;0.45;-0.45;0.8274779930417739;0.7961872727272727;0.014657082742334772;0.0312907203145012;0.8023363636363636;0.7657090909090909;0.016740020518746117;0.03662727272727273;0.928047710608974;0.9181;0.024230958385138106;0.009947710608973925;-0.12571134697261033;-0.15239090909090908;0.028149203353652345;-0.26389096399846246;-0.04089085418335567;Yes;-0.02667956211829875
984;Tree;97;0.80;0.65;0.20;-0.45;-0.15;0.8223990909090909;0.7916963636363636;0.016922640482134103;0.03070272727272727;0.8151988636363636;0.7817522727272728;0.018914818867365065;0.033446590909090856;0.8512;0.8314727272727273;0.027504167291769514;0.019727272727272704;-0.03600113636363633;-0.04972045454545455;0.03073438435036444;-0.17146050876872437;0.07201959967781527;No;-0.013719318181818214
985;Tree;98;0.80;0.65;0.35;-0.30;0.00;0.8154890909090909;0.7833763636363635;0.016690643558029423;0.032112727272727404;0.8151772727272727;0.7842159090909091;0.019990790151573613;0.030961363636363592;0.8167363636363636;0.7800181818181818;0.03253972822411839;0.03671818181818176;-0.0015590909090908989;0.004197727272727272;0.03975664668534293;-0.15327984794187557;0.1616753024873301;No;0.005756818181818171
986;Tree;99;0.80;0.65;0.50;-0.15;0.15;0.8131663636363636;0.7799272727272728;0.017590934228957966;0.03323909090909083;0.8151431818181818;0.783284090909091;0.019041868512780537;0.03185909090909078;0.8052590909090909;0.7665;0.03828965199513996;0.03875909090909091;0.009884090909090926;0.016784090909090908;0.04137124062231205;-0.14708895171408076;0.1806571335322626;No;0.0068999999999999825
987;Tree;100;0.80;0.65;0.65;0.00;0.00;0.8148545454545455;0.7836236363636363;0.016533296576245544;0.031230909090909198;0.8151829545454545;0.7839250000000001;0.01794802979937957;0.031257954545454436;0.813540909090909;0.7824181818181819;0.029525198961859234;0.031122727272727135;0.0016420454545454932;0.001506818181818182;0.03149434453327653;-0.12324346695483406;0.12625710331847043;No;-0.00013522727272731114
988;Tree;101;0.80;0.65;0.80;0.15;-0.15;0.8222309090909091;0.7960363636363637;0.017167198396310156;0.02619454545454547;0.8151943181818182;0.7858818181818182;0.0199128825854786;0.029312499999999964;0.8503772727272727;0.8366545454545454;0.027806721797353533;0.013722727272727275;-0.0351829545454545;-0.05077272727272728;0.03327427393415728;-0.18257337981894323;0.08102792527348868;No;-0.015589772727272778
989;Tree;102;0.80;0.65;0.95;0.30;-0.30;0.837747149300041;0.812970909090909;0.014471096407333314;0.02477624020913205;0.8151715909090909;0.7844159090909091;0.016473687320826557;0.03075568181818178;0.9280522562081521;0.927190909090909;0.020868438381525408;0.0008613471172431719;-0.11288066529906127;-0.142775;0.02434024599581138;-0.23918763132386991;-0.04636236867613011;Yes;-0.029894334700938746
990;Tree;103;0.80;0.80;0.35;-0.45;0.15;0.8445172727272727;0.8268545454545454;0.016589019325420302;0.01766272727272733;0.8514545454545455;0.8396477272727273;0.01637738342665355;0.011806818181818168;0.8167681818181818;0.7756818181818181;0.0395113439287521;0.04108636363636364;0.03468636363636368;0.06396590909090909;0.03965544161547689;-0.09311078902940391;0.2210426072112221;No;0.029279545454545405
991;Tree;104;0.80;0.80;0.50;-0.30;0.30;0.8422472727272727;0.8237672727272727;0.014090535450072368;0.018480000000000052;0.8514943181818182;0.8384477272727273;0.014253075254344038;0.013046590909090883;0.8052590909090909;0.7650454545454546;0.03473222740434258;0.040213636363636285;0.04623522727272733;0.07340227272727273;0.0358157139210956;-0.06846511934715468;0.21526966480170015;No;0.027167045454545402
992;Tree;105;0.80;0.80;0.65;-0.15;0.15;0.8438727272727272;0.829890909090909;0.014397015384980432;0.013981818181818206;0.8514727272727273;0.8400159090909092;0.01465477338793848;0.011456818181818096;0.8134727272727272;0.7893909090909091;0.026996625119491465;0.024081818181818093;0.038000000000000034;0.050625;0.026255881247657153;-0.053375534721353965;0.15462553472135399;No;0.01262499999999997
993;Tree;106;0.80;0.80;0.80;0.00;0.00;0.8512890909090909;0.8446363636363636;0.0128656553247366;0.006652727272727255;0.8515068181818182;0.8438931818181818;0.013536467437831753;0.0076136363636363225;0.8504181818181819;0.8476090909090909;0.025419287405707165;0.0028090909090909832;0.0010886363636363194;-0.0037159090909090913;0.026254964776239113;-0.10771281363445132;0.10028099545263314;No;-0.00480454545454541
994;Tree;107;0.80;0.80;0.95;0.15;-0.15;0.8668391526127893;0.8614618181818181;0.011088376409820426;0.0053773344309712146;0.8515022727272727;0.8421977272727272;0.013385404446722978;0.00930454545454551;0.9281886241834968;0.9385181818181819;0.01810550531566438;-0.010329557634685127;-0.07668635145622404;-0.09632045454545453;0.023176633559353704;-0.18812397317344742;-0.004516935917461634;Yes;-0.019634103089230484
995;Tree;108;0.80;0.95;0.50;-0.45;0.45;0.9052772727272728;0.9105127272727274;0.01103541334702476;-0.005235454545454599;0.9302704545454545;0.9478295454545455;0.008430913105098772;-0.017559090909090913;0.8053045454545454;0.7612454545454546;0.03895193113605987;0.04405909090909088;0.1249659090909091;0.18658409090909092;0.03861140349159807;0.033642867127982035;0.3395253146901998;Yes;0.06161818181818182
996;Tree;109;0.80;0.95;0.65;-0.30;0.30;0.9069609090909091;0.9132218181818182;0.009667037696084547;-0.00626090909090915;0.9302977272727273;0.9442386363636363;0.00816792022020476;-0.013940909090908948;0.8136136363636364;0.7891545454545454;0.03119746917822574;0.02445909090909093;0.11668409090909093;0.15508409090909092;0.031082223153542022;0.031966234082812586;0.27820194773536927;Yes;0.03839999999999999
997;Tree;110;0.80;0.95;0.80;-0.15;0.15;0.9143036363636363;0.9281963636363637;0.008550374966721333;-0.01389272727272739;0.9302909090909091;0.9475704545454544;0.007693550795096372;-0.017279545454545353;0.8503545454545455;0.8507;0.022818500626818197;-0.0003454545454545377;0.07993636363636358;0.09687045454545455;0.02213318509177279;0.009200074605856506;0.1845408344850526;Yes;0.016934090909090968
998;Tree;111;0.80;0.95;0.95;0.00;0.00;0.9298331898475718;0.9485963636363638;0.007034703557936015;-0.018763173788791998;0.9302784090909091;0.9484681818181818;0.0074267912329540955;-0.018189772727272735;0.9280522562081521;0.9491090909090909;0.01487430361722412;-0.021056834700938776;0.00222615288275696;-0.0006409090909090912;0.015590002783383065;-0.06239349741524547;0.06111167923342729;No;-0.002867061973666051
999;Tree;112;0.95;0.05;0.05;0.00;0.00;0.9299209777952332;0.9500345454545455;0.006446973511772806;-0.02011356765931227;0.9296373205741627;0.9495157894736843;0.006706828454372666;-0.019878468899521606;0.9353159580663949;0.959890909090909;0.017761496933165265;-0.024574951024514124;-0.005678637492232186;-0.010375119617224881;0.018886108358654796;-0.08518370629457347;0.0644334670601237;No;-0.004696482124992695
1000;Tree;113;0.95;0.05;0.20;0.15;0.15;0.9256081818181818;0.9434981818181818;0.007862374741698805;-0.01788999999999996;0.9295779904306221;0.9487732057416269;0.007588565839768441;-0.019195215311004876;0.8501818181818181;0.8432727272727274;0.04275803679095807;0.006909090909090754;0.07939617224880391;0.10550047846889951;0.04212826626068183;-0.061371171226173665;0.2723721281639727;No;0.026104306220095602
1001;Tree;114;0.95;0.05;0.35;0.30;0.30;0.923749090909091;0.9382163636363636;0.008238172813585978;-0.014467272727272662;0.9295952153110048;0.947575119617225;0.0076178118034457174;-0.017979904306220207;0.8126727272727273;0.7604000000000001;0.06308856930865907;0.05227272727272725;0.11692248803827743;0.18717511961722488;0.06262173683537443;-0.060871939044726764;0.43522217827917653;No;0.07025263157894746
1002;Tree;115;0.95;0.05;0.50;0.45;0.45;0.9231836363636363;0.9365981818181817;0.007309723317334854;-0.013414545454545346;0.9295741626794258;0.9478124401913876;0.006774052723801819;-0.01823827751196172;0.8017636363636363;0.7235272727272727;0.06526333222822783;0.07823636363636366;0.12781052631578949;0.22428516746411484;0.0653937824970213;-0.03474206849083886;0.48331240341906856;No;0.09647464114832535
1003;Tree;116;0.95;0.20;0.05;-0.15;-0.15;0.8546016888132487;0.8495418181818181;0.013294104736006465;0.005059870631430652;0.8503665071770335;0.8444708133971293;0.013493757434735628;0.0058956937799042874;0.9351521549213745;0.9458909090909091;0.030157855928722537;-0.010738754169534626;-0.08478564774434094;-0.1014200956937799;0.029636040718969175;-0.21880956941680108;0.015969378029241282;No;-0.016634447949438955
1004;Tree;117;0.95;0.20;0.20;0.00;0.00;0.8503918181818182;0.8471581818181818;0.011196964702369886;0.003233636363636383;0.8503942583732057;0.8471177033492823;0.01186245320355259;0.003276555023923433;0.8503454545454545;0.8479272727272728;0.050883578874778575;0.002418181818181764;4.880382775118708e-05;-0.0008095693779904308;0.053854935289715765;-0.21413099685870526;0.2125118581027244;No;-0.0008583732057416179
1005;Tree;118;0.95;0.20;0.35;0.15;0.15;0.8484736363636364;0.8412163636363637;0.012631764737262413;0.007257272727272723;0.850355980861244;0.8439655502392345;0.012721233846282737;0.006390430622009502;0.8127090909090909;0.7889818181818182;0.053483903204333584;0.023727272727272708;0.03764688995215304;0.05498373205741627;0.053744662552950434;-0.15790090095882767;0.2678683650736602;No;0.017336842105263227
1006;Tree;119;0.95;0.20;0.50;0.30;0.30;0.8478754545454545;0.8397181818181818;0.015041128689155915;0.008157272727272735;0.8503071770334928;0.8446047846889952;0.01547873332857185;0.005702392344497542;0.8016727272727273;0.7468727272727272;0.06402443026020663;0.05480000000000007;0.048634449760765475;0.09773205741626793;0.06590782358281953;-0.16333131464425;0.3587954294767859;No;0.04909760765550246
1007;Tree;120;0.95;0.20;0.65;0.45;0.15;0.8484381818181819;0.8393290909090908;0.013324822047459271;0.009109090909091067;0.8503511961722489;0.8440918660287082;0.013280628687437675;0.006259330143540631;0.8120909090909091;0.7488363636363636;0.06440784315575873;0.06325454545454545;0.03826028708133977;0.0952555023923445;0.06446932747958069;-0.16010993241288618;0.35062093719757514;No;0.056995215311004724
1008;Tree;121;0.95;0.35;0.05;-0.30;-0.30;0.8212027157746212;0.7953636363636364;0.016330002600467634;0.025839079410984844;0.8152057416267943;0.7880478468899521;0.016781471217880428;0.02715789473684216;0.9352613570180548;0.9343636363636363;0.03453904822027157;0.0008977206544185101;-0.12005561539126053;-0.14631578947368423;0.03569319412984233;-0.2876978760394487;-0.004933702907919779;Yes;-0.026260174082423704
1009;Tree;122;0.95;0.35;0.20;-0.15;-0.15;0.8169918181818182;0.7894236363636363;0.018571885283958024;0.02756818181818188;0.8152373205741626;0.78671004784689;0.019050775230067513;0.028527272727272623;0.8503272727272727;0.8409818181818182;0.05546080875865048;0.009345454545454546;-0.03508995215311006;-0.054271770334928235;0.05687762994375864;-0.2795662052098583;0.17102266454000187;No;-0.019181818181818175
1010;Tree;123;0.95;0.35;0.35;0.00;0.00;0.8150545454545455;0.7873836363636364;0.01650655622503776;0.02767090909090908;0.8151674641148325;0.7876727272727273;0.017020970129418483;0.02749473684210524;0.8129090909090909;0.781890909090909;0.053951902187294766;0.031018181818181945;0.002258373205741626;0.005781818181818183;0.05587613029781362;-0.2155456388674934;0.22710927523112978;No;0.003523444976076557
1011;Tree;124;0.95;0.35;0.50;0.15;0.15;0.8145163636363636;0.786569090909091;0.01534988857672159;0.0279472727272726;0.8151913875598086;0.7877186602870814;0.01592547511943926;0.027472727272727204;0.8016909090909091;0.7647272727272728;0.0628600244929282;0.03696363636363631;0.013500478468899457;0.02299138755980861;0.0653556705606763;-0.23588488557954734;0.2818676606991646;No;0.009490909090909154
1012;Tree;125;0.95;0.35;0.65;0.30;0.00;0.8150554545454546;0.7842945454545455;0.016225992978972592;0.030760909090909117;0.8151961722488038;0.7857952153110047;0.016721930304637894;0.029400956937799094;0.8123818181818182;0.7557818181818182;0.05966228298732913;0.056599999999999984;0.0028143540669856026;0.030013397129186603;0.06161653193521293;-0.21405200705561242;0.27407880131398565;No;0.027199043062201
1013;Tree;126;0.95;0.35;0.80;0.45;-0.15;0.817320909090909;0.7870636363636363;0.01653471111433086;0.030257272727272744;0.8152306220095694;0.7865052631578946;0.016823951245562706;0.02872535885167482;0.8570363636363636;0.7976727272727273;0.06458246293662152;0.059363636363636285;-0.04180574162679418;-0.011167464114832536;0.06554084673353193;-0.2707772270507406;0.2484422988210755;No;0.030638277511961645
1014;Tree;127;0.95;0.50;0.05;-0.45;-0.45;0.8093602947059123;0.7756327272727273;0.014145600596222581;0.03372756743318506;0.8027406698564593;0.768156937799043;0.014796936687106963;0.03458373205741627;0.9352613570180548;0.9176727272727273;0.03945487129223549;0.01758862974532749;-0.13252068716159549;-0.14951578947368419;0.04248546395691506;-0.3178023126997232;0.01877073375235483;No;-0.0169951023120887
1015;Tree;128;0.95;0.50;0.20;-0.30;-0.30;0.8051045454545455;0.7706345454545455;0.01626765783710785;0.03447;0.8027368421052632;0.7671521531100479;0.01665943161529908;0.035584688995215275;0.8500909090909091;0.8368;0.04947756202459854;0.013290909090909131;-0.047354066985645926;-0.06964784688995215;0.050559937197510355;-0.26991766279980106;0.13062196901989676;No;-0.022293779904306227
1016;Tree;129;0.95;0.50;0.35;-0.15;-0.15;0.8032518181818182;0.7667872727272728;0.016621803603269623;0.03646454545454547;0.8027645933014355;0.7661626794258374;0.016986152025495988;0.03660191387559808;0.812509090909091;0.7786545454545455;0.06049288090761916;0.03385454545454547;-0.0097444976076555;-0.012491866028708132;0.06169329394608403;-0.2568613274303104;0.23187759537289418;No;-0.002747368421052632
1017;Tree;130;0.95;0.50;0.50;0.00;0.00;0.80276;0.7678327272727272;0.018025311636124385;0.03492727272727281;0.8028133971291866;0.7682105263157895;0.01752302472927336;0.03460287081339719;0.8017454545454545;0.7606545454545455;0.06894157347400552;0.04109090909090907;0.0010679425837321066;0.007555980861244019;0.06560467633424892;-0.2523066135276631;0.26741857525015117;No;0.0064880382775119125
1018;Tree;131;0.95;0.50;0.65;0.15;-0.15;0.8032590909090909;0.76872;0.016872870843214673;0.03453909090909091;0.8027904306220096;0.7684631578947368;0.016628105490217912;0.03432727272727276;0.8121636363636363;0.7736000000000001;0.06273476128291271;0.038563636363636244;-0.0093732057416267;-0.005136842105263158;0.060655704943388754;-0.2453963743796177;0.23512269016909138;No;0.004236363636363542
1019;Tree;132;0.95;0.50;0.80;0.30;-0.30;0.8055172727272727;0.7684272727272727;0.016474442916695746;0.037089999999999956;0.8027894736842105;0.7658909090909091;0.01716710164472461;0.03689856459330143;0.8573454545454545;0.8166181818181818;0.05092424135265965;0.04072727272727272;-0.054555980861244024;-0.050727272727272725;0.05394550044901978;-0.26440743221571944;0.16295288676117398;No;0.0038287081339712994
